F0,F1,F2,F3,F4,F5,F6,F7,F8,T
2,8,4,8,2,0,0,0,1,11
10,0,8,0,0,8,12,8,1,26
15,0,24,0,6,0,0,0,1,26
14,0,16,0,0,0,20,8,1,35
2,0,0,0,0,0,12,0,1,28
52,0,0,0,28,0,12,0,1,17
2,0,0,0,0,0,0,8,1,35
60,0,0,0,6,0,4,0,1,31
496,0,0,0,8,0,0,0,1,8
10,0,0,0,0,0,28,0,1,28
176,0,0,0,56,0,0,0,1,26
14,0,0,0,6,4,0,0,1,11
50,0,8,0,20,0,24,0,1,28
6,0,0,0,0,0,4,4,1,41
14,0,0,0,6,0,0,0,1,26
36,0,0,0,14,0,0,0,1,11
2,0,4,0,4,0,0,4,1,40
88,0,0,0,0,0,20,0,1,44
44,32,0,0,0,0,0,0,1,30
6,0,20,0,0,0,0,0,1,44
20,0,12,8,10,0,14,0,1,11
2,0,4,0,4,4,0,4,1,24
112,0,0,0,8,0,0,0,1,8
208,0,0,0,0,0,8,0,1,35
12,0,24,0,0,0,0,0,1,38
10,0,24,0,2,8,12,0,1,35
30,0,8,0,8,0,0,0,1,27
23,0,20,0,6,0,28,0,1,27
22,0,0,0,10,0,12,0,1,15
6,0,24,8,6,0,4,0,1,35
6,0,0,8,6,0,0,0,1,35
44,0,0,0,6,0,0,0,1,15
6,0,8,0,4,0,20,0,1,30
14,0,12,0,0,0,10,0,1,35
14,0,0,0,8,0,2,0,1,35
26,0,8,0,0,8,0,0,1,19
240,0,0,0,0,0,8,0,1,27
14,0,4,0,4,0,0,4,1,40
92,0,0,0,4,0,0,0,1,15
80,0,0,0,12,0,12,0,1,28
2,0,0,0,6,0,0,0,1,17
2,0,0,0,14,0,4,0,1,15
104,0,16,0,56,0,0,0,1,35
10,0,0,0,0,0,4,4,1,41
18,0,0,0,0,0,4,0,1,28
10,0,12,0,4,0,0,4,1,40
14,0,0,16,4,0,0,0,1,6
10,8,12,0,6,0,0,4,1,11
176,0,0,0,40,0,0,0,1,26
784,0,0,0,24,0,0,0,1,9
2,0,0,0,6,4,0,0,1,19
26,0,8,0,0,0,0,0,1,35
18,0,0,8,0,8,12,0,1,10
4,0,0,0,10,0,8,4,1,11
10,8,8,0,0,0,0,0,1,29
192,0,0,0,0,0,0,0,1,15
34,0,0,0,0,0,0,0,1,6
14,0,0,0,0,0,0,8,1,30
16,0,0,0,0,8,6,0,1,2
12,0,56,0,0,0,0,0,1,38
2,0,24,16,20,8,4,0,1,8
12,0,16,0,0,0,0,0,1,30
10,0,16,0,0,0,0,8,1,35
16,0,0,0,0,4,6,0,1,27
16,0,0,8,0,0,2,0,1,27
14,8,0,8,2,0,0,0,1,35
3,0,4,0,26,0,12,0,1,35
26,0,0,0,2,8,0,0,1,35
6,16,0,0,26,8,0,0,1,8
2,8,12,0,4,0,0,0,1,44
18,0,0,8,4,0,4,8,1,18
23,0,4,0,14,0,20,0,1,30
48,0,0,0,28,0,4,0,1,30
18,0,12,0,14,0,0,0,1,35
2,0,8,0,4,0,0,0,1,28
4,0,24,0,6,0,8,0,1,29
14,0,24,0,0,0,0,0,1,27
6,0,4,0,0,0,0,4,1,23
4,0,0,0,10,0,0,0,1,11
30,0,0,0,14,0,12,0,1,35
26,0,0,0,2,0,0,0,1,17
12,0,0,0,0,0,2,0,1,44
16,0,0,0,0,0,2,2,1,20
26,0,0,0,12,0,4,0,1,35
2,8,12,0,4,8,0,0,1,44
10,8,0,0,2,0,0,0,1,35
4,0,0,0,10,8,0,0,1,31
30,0,16,0,24,16,0,8,1,30
14,16,16,16,12,0,4,0,1,30
2,8,0,8,14,0,4,0,1,35
2,0,20,8,6,0,0,0,1,35
44,0,0,0,0,0,0,8,1,28
12,0,0,0,4,0,12,0,1,27
54,0,8,0,0,16,24,0,1,27
2,16,0,0,8,0,0,0,1,35
50,0,16,0,4,0,8,0,1,1
2,0,0,0,8,0,0,0,1,15
4,16,0,8,10,8,0,0,1,30
30,16,0,8,14,0,0,0,1,35
6,0,12,0,6,0,0,4,1,18
10,0,0,8,4,0,4,0,1,18
6,0,0,8,2,8,4,0,1,35
14,0,0,0,0,8,8,0,1,20
42,0,0,0,20,0,24,0,1,7
18,0,0,0,20,0,20,0,1,35
6,0,0,0,2,8,0,0,1,15
100,0,0,0,116,0,0,0,1,9
2,0,4,0,10,0,0,4,1,18
84,0,0,0,0,16,0,0,1,18
12,0,0,0,2,0,0,2,1,10
14,0,0,0,0,0,8,0,1,26
18,0,24,8,2,8,4,0,1,19
6,0,0,8,0,0,12,0,1,29
6,0,0,0,0,0,10,0,1,35
42,0,8,0,4,0,24,0,1,28
56,0,8,0,0,0,0,4,1,17
46,0,8,0,0,0,0,0,1,27
4,0,0,0,0,0,8,0,1,19
240,0,0,0,4,0,24,0,1,30
10,0,0,0,20,0,28,0,1,35
14,0,16,0,0,8,0,0,1,20
6,0,0,0,2,0,0,0,1,26
31,0,20,0,6,0,12,0,1,27
18,0,0,0,4,8,0,0,1,29
6,0,0,0,2,4,0,0,1,19
2,16,0,0,4,0,4,8,1,35
14,0,0,0,28,0,20,0,1,30
18,8,4,0,0,0,0,0,1,44
14,8,0,0,10,8,12,0,1,35
34,0,0,0,0,0,24,0,1,17
14,0,0,0,2,0,14,0,1,38
22,16,0,0,0,0,0,8,1,30
2,0,0,0,2,0,4,0,1,35
38,16,0,0,0,0,0,0,1,28
6,0,8,8,0,8,4,0,1,29
18,0,0,0,4,0,0,0,1,16
6,0,8,0,22,0,0,0,1,35
26,0,24,0,0,0,0,0,1,35
120,0,0,16,0,0,4,0,1,44
6,0,8,8,0,0,4,0,1,18
88,0,0,0,0,0,4,0,1,44
54,16,0,16,0,0,0,0,1,28
6,0,8,0,0,0,0,0,1,27
44,0,0,0,0,0,8,0,1,30
18,0,4,8,2,0,4,0,1,35
18,16,8,0,0,0,0,0,1,6
12,0,0,0,10,0,12,0,1,31
2,0,10,0,0,0,0,0,1,44
14,8,0,0,6,0,0,0,1,35
62,16,0,0,4,0,0,0,1,35
20,0,0,8,14,0,4,4,1,27
44,0,0,0,20,0,0,0,1,26
2,0,0,0,28,0,24,8,1,27
30,0,0,0,16,0,16,8,1,30
6,0,0,0,0,4,6,0,1,19
26,0,24,0,12,0,0,0,1,28
4,0,0,0,0,0,0,8,1,8
22,8,4,0,14,0,0,0,1,2
30,0,4,0,2,0,0,0,1,35
6,0,0,0,14,0,2,0,1,38
12,0,4,0,2,4,6,0,1,7
42,0,0,0,12,0,24,0,1,1
48,0,0,0,4,0,24,0,1,30
6,8,0,8,6,0,0,0,1,35
2,0,16,0,0,8,4,0,1,26
60,0,0,0,4,0,8,0,1,30
10,0,16,0,8,0,8,0,1,17
18,8,12,0,4,0,0,0,1,44
18,0,12,0,6,0,0,0,1,35
6,0,4,8,2,0,0,0,1,35
10,0,0,0,14,0,0,0,1,17
30,16,0,0,0,0,0,8,1,30
36,16,0,0,10,0,0,0,1,2
22,0,4,0,4,0,0,0,1,44
22,0,16,0,8,0,24,0,1,26
6,0,6,0,0,0,0,0,1,44
4,0,4,0,8,0,2,4,1,15
6,0,16,0,4,0,8,0,1,15
28,0,24,0,0,0,0,0,1,38
30,0,24,0,0,0,0,0,1,27
100,0,16,0,0,0,0,0,1,18
10,0,0,8,12,0,4,8,1,18
80,0,0,0,0,48,0,8,1,18
12,8,12,0,6,0,6,0,1,10
2,0,4,0,2,4,0,0,1,33
4,0,0,0,2,0,12,8,1,29
148,0,0,0,60,0,0,0,1,17
2,8,4,8,0,0,0,8,1,44
14,0,2,0,0,0,0,0,1,44
6,0,0,0,0,0,20,0,1,35
52,0,0,0,6,0,0,0,1,16
50,0,0,0,4,0,8,0,1,7
10,0,14,0,0,0,0,0,1,44
24,0,0,0,0,0,6,0,1,44
6,0,0,0,12,0,24,0,1,15
20,0,0,0,10,8,0,0,1,27
10,0,8,0,0,0,4,8,1,30
80,0,0,0,0,0,16,0,1,17
2,0,0,0,0,0,28,0,1,28
2,16,8,0,20,0,0,8,1,30
2,8,8,0,4,0,0,0,1,29
14,0,28,0,4,8,0,0,1,44
2,0,0,0,4,0,8,0,1,7
2,0,8,0,0,0,28,0,1,28
4,0,0,0,6,0,0,0,1,11
36,0,0,0,20,0,24,0,1,24
20,0,4,0,10,0,0,0,1,28
20,0,0,0,0,0,2,0,1,23
14,8,0,0,14,0,12,0,1,35
4,0,0,0,6,4,0,0,1,42
6,0,4,4,0,0,0,0,1,36
24,0,8,0,0,0,0,0,1,35
6,0,0,0,14,0,12,0,1,35
10,16,0,0,2,0,0,8,1,35
54,0,8,0,8,0,16,0,1,27
12,0,12,0,10,0,0,0,1,30
22,0,0,0,0,0,0,8,1,30
14,0,0,8,0,4,2,0,1,17
22,16,0,0,8,0,0,0,1,28
26,0,8,0,4,0,24,0,1,28
10,0,0,0,8,0,12,0,1,28
28,0,0,8,2,0,0,0,1,31
40,0,0,0,20,0,28,0,1,21
112,0,0,0,0,0,40,0,1,26
44,0,0,0,60,0,56,0,1,35
30,16,0,0,14,8,8,0,1,35
28,0,0,0,2,0,4,0,1,27
12,0,12,0,6,0,0,0,1,26
18,0,0,0,0,0,24,0,1,17
4,0,24,0,0,0,0,0,1,13
34,16,0,0,0,0,0,0,1,35
30,0,0,8,12,0,12,8,1,10
30,16,0,16,12,0,4,0,1,30
80,0,0,0,16,0,0,16,1,15
10,0,0,0,0,0,2,0,1,35
18,0,0,0,8,0,28,0,1,28
42,0,24,0,0,0,0,0,1,35
-15,0,0,0,0,0,0,0,1,2
14,0,8,0,0,0,0,0,1,27
11,0,12,0,26,0,4,0,1,35
6,8,0,0,2,0,0,0,1,35
2,0,12,0,0,0,0,4,1,23
22,0,0,16,14,8,0,8,1,15
58,0,0,0,12,0,0,0,1,16
14,0,16,16,0,0,16,16,1,26
120,0,0,0,0,0,12,0,1,44
2,8,0,0,2,0,4,0,1,35
14,0,12,0,12,0,0,0,1,44
4,0,0,0,8,0,0,0,1,9
10,0,0,16,12,0,0,0,1,7
6,0,8,16,0,0,0,8,1,27
10,0,0,0,0,0,16,8,1,35
14,0,0,0,2,0,0,0,1,26
40,0,0,0,0,0,2,0,1,44
36,0,0,0,10,0,0,0,1,9
6,8,8,0,0,0,0,0,1,29
6,0,0,0,0,0,8,0,1,26
240,0,0,0,0,0,24,0,1,31
30,8,12,8,14,0,0,0,1,5
18,0,8,8,14,8,4,0,1,35
84,0,40,0,0,0,20,0,1,35
26,0,0,0,4,8,0,8,1,29
2,0,0,8,0,0,0,0,1,41
14,16,20,0,4,0,0,0,1,44
4,0,12,0,0,0,0,0,1,24
14,0,0,0,24,0,0,8,1,30
2,0,0,4,0,0,2,0,1,9
14,0,0,0,6,0,14,0,1,38
2,8,8,0,0,0,4,0,1,33
2,0,0,0,12,0,0,0,1,16
2,0,4,0,12,0,0,0,1,44
26,0,0,0,4,0,0,8,1,27
112,0,0,0,0,0,6,0,1,27
152,0,0,32,0,0,24,0,1,7
50,0,0,0,28,16,24,0,1,7
44,0,0,0,2,8,0,0,1,28
56,0,16,0,60,0,0,0,1,8
2,16,24,16,0,16,8,8,1,35
80,0,8,0,0,0,4,0,1,7
60,0,0,0,14,0,0,0,1,6
2,0,0,0,12,8,0,0,1,29
26,8,4,8,4,8,0,0,1,44
10,0,16,0,8,0,24,0,1,17
14,8,4,0,10,8,4,8,1,9
30,0,0,0,6,8,0,0,1,35
28,0,0,0,10,0,0,4,1,28
8,0,8,0,0,0,0,0,1,35
52,0,0,0,0,0,8,0,1,21
42,0,0,0,12,0,8,0,1,1
4,0,40,0,0,0,4,0,1,4
14,0,24,8,14,0,0,0,1,35
30,0,0,0,6,0,0,0,1,26
20,0,0,0,6,0,0,4,1,20
240,0,0,0,4,0,8,0,1,30
14,0,4,0,0,0,0,4,1,23
12,8,4,0,2,0,6,0,1,2
4,0,8,0,0,0,4,0,1,3
2,16,0,0,28,0,0,0,1,27
272,0,32,0,0,0,0,0,1,29
10,0,12,0,0,0,0,4,1,23
8,0,0,0,0,0,6,0,1,44
6,0,0,0,0,8,0,8,1,20
6,8,4,8,2,0,0,0,1,17
16,64,0,0,0,0,8,0,1,11
22,8,4,0,4,0,0,0,1,44
6,0,12,0,12,4,2,0,1,18
6,0,0,0,0,0,0,8,1,30
20,0,0,0,0,0,12,0,1,38
160,0,0,0,0,0,4,0,1,35
60,0,0,0,6,8,0,0,1,28
40,0,0,0,0,0,10,0,1,44
20,40,0,0,16,20,0,12,1,11
6,8,12,8,12,0,12,8,1,44
2,16,0,0,6,0,4,0,1,15
30,8,12,0,0,0,4,0,1,44
18,16,0,0,4,0,20,0,1,35
6,0,0,0,28,16,4,8,1,28
14,8,0,0,14,0,0,0,1,35
18,0,12,0,10,0,0,0,1,21
400,0,0,0,184,0,0,0,1,9
6,0,4,0,4,0,0,4,1,40
4,0,0,0,14,0,0,0,1,9
18,0,28,0,10,0,0,0,1,21
20,0,24,0,6,0,4,4,1,20
4,0,8,0,14,0,0,0,1,29
14,0,0,8,8,0,12,0,1,29
116,0,0,0,8,0,0,0,1,17
14,16,4,0,2,0,4,0,1,31
2,0,4,0,4,0,4,4,1,40
44,0,16,0,0,0,0,0,1,30
8,0,0,0,12,0,8,0,1,35
50,16,0,0,0,0,0,0,1,35
22,0,0,8,12,0,12,8,1,10
20,0,20,0,0,0,0,0,1,23
24,0,0,0,0,0,20,0,1,44
15,0,4,0,10,0,12,0,1,27
10,0,0,8,0,0,4,0,1,29
208,0,0,0,20,0,4,0,1,7
384,0,0,0,0,0,0,0,1,15
6,0,0,0,6,8,0,0,1,35
26,0,0,0,12,0,0,8,1,27
10,0,4,0,4,4,0,0,1,24
4,8,12,0,14,0,0,0,1,15
4,0,0,8,2,0,12,0,1,31
2,16,8,0,0,8,0,0,1,19
6,0,0,0,6,0,0,0,1,26
14,0,0,0,0,0,4,4,1,41
18,0,0,0,0,8,0,0,1,29
6,0,16,0,12,16,4,0,1,30
6,0,0,0,6,4,0,0,1,11
36,0,0,0,0,0,12,0,1,13
14,8,8,0,0,0,0,0,1,29
120,0,0,0,0,0,20,0,1,44
36,0,8,0,10,0,12,0,1,4
56,0,0,0,0,0,10,0,1,44
2,0,0,0,6,0,4,0,1,6
20,0,12,0,0,0,10,0,1,28
10,0,0,0,0,0,0,4,1,41
20,0,0,0,0,0,0,8,1,21
18,0,0,0,0,0,0,0,1,6
4,0,4,0,10,0,10,0,1,9
10,16,0,0,0,0,16,0,1,35
2,0,0,0,6,4,4,0,1,11
10,0,0,0,16,0,0,8,1,35
3,0,20,0,6,0,12,0,1,35
4,0,4,0,0,0,6,0,1,29
36,0,0,0,2,0,4,0,1,29
34,0,24,0,0,0,24,0,1,35
10,0,0,8,8,0,12,8,1,29
20,0,12,0,0,0,0,0,1,23
6,16,0,8,2,8,4,0,1,35
176,0,0,0,8,0,0,0,1,26
26,0,0,0,0,0,28,0,1,28
58,0,16,0,8,0,8,0,1,17
16,0,0,0,0,4,2,0,1,27
54,0,8,0,8,0,0,0,1,27
56,0,56,0,0,0,0,0,1,35
56,0,16,0,0,0,0,0,1,35
44,0,8,0,14,0,0,0,1,31
16,0,0,0,0,0,2,0,1,20
14,8,0,0,2,0,0,0,1,35
10,0,0,0,0,0,8,8,1,35
30,0,0,0,0,0,8,0,1,26
62,16,0,0,0,0,0,0,1,28
22,0,0,0,0,0,20,0,1,35
62,0,8,0,0,0,0,0,1,27
4,0,0,8,2,4,2,0,1,28
14,0,4,0,10,0,0,4,1,4
68,0,0,0,44,0,0,0,1,11
56,0,0,0,40,0,24,0,1,35
60,0,24,0,0,0,0,0,1,38
48,0,0,0,0,0,0,8,1,33
6,0,0,0,8,8,0,0,1,20
22,0,0,0,12,8,0,0,1,19
26,0,0,0,12,0,8,0,1,1
6,0,8,0,28,0,24,0,1,35
2,0,0,0,2,0,8,8,1,35
6,0,14,0,0,0,0,0,1,44
20,0,24,0,0,0,4,0,1,15
4,0,0,0,2,0,2,2,1,33
6,16,0,0,4,16,4,0,1,30
144,0,0,0,0,16,0,8,1,9
2,0,0,8,12,0,12,0,1,18
12,0,28,0,0,0,0,0,1,44
22,0,4,0,12,0,0,0,1,44
100,0,0,0,60,0,0,0,1,11
31,0,20,0,14,0,4,0,1,30
22,0,0,0,12,0,0,0,1,26
10,0,0,0,4,0,16,8,1,27
80,0,0,0,8,0,2,0,1,1
2,0,20,0,6,0,0,0,1,35
30,0,0,0,20,0,0,8,1,35
2,0,8,0,20,0,24,0,1,28
4,0,8,16,2,8,8,0,1,30
52,0,8,0,0,0,0,0,1,38
2,0,0,0,2,0,0,4,1,41
10,0,8,0,10,0,0,0,1,35
24,0,0,0,0,0,10,0,1,44
10,0,0,0,4,0,4,0,1,35
10,0,0,0,10,0,0,0,1,17
80,0,0,0,0,0,0,8,1,33
6,0,4,0,0,0,14,0,1,35
6,0,8,0,12,0,16,8,1,35
6,0,0,0,2,0,4,0,1,6
20,0,0,0,6,0,6,0,1,28
30,0,28,0,10,0,0,0,1,35
2,0,4,0,6,0,0,0,1,35
6,0,0,0,2,4,4,0,1,11
14,0,0,0,28,0,24,0,1,15
26,0,16,0,20,0,24,0,1,7
6,0,16,0,8,8,8,0,1,20
18,0,8,0,20,0,24,0,1,28
6,0,12,0,0,4,6,0,1,18
18,0,24,0,2,0,4,0,1,8
50,0,24,0,8,0,0,0,1,35
6,0,8,8,12,8,4,8,1,10
52,0,0,0,2,0,0,0,1,16
22,0,0,8,14,0,0,0,1,35
50,0,0,0,0,0,8,0,1,17
30,0,0,0,0,0,20,0,1,35
6,0,8,0,0,8,4,0,1,15
29,0,28,0,24,0,20,0,1,17
36,0,0,0,6,0,0,0,1,9
12,0,4,0,0,0,0,0,1,44
2,16,24,0,0,0,16,16,1,15
6,0,0,0,0,4,2,4,1,17
2,16,0,0,14,0,0,8,1,35
30,0,0,0,12,8,0,0,1,19
22,0,0,0,28,0,0,0,1,26
6,0,8,0,0,0,4,0,1,35
18,0,16,0,16,0,12,8,1,30
180,0,0,0,52,0,0,0,1,17
18,0,0,0,8,8,0,8,1,29
14,0,10,0,0,0,0,0,1,44
14,0,28,0,0,0,0,0,1,44
2,0,0,0,0,4,6,4,1,15
28,0,0,0,12,0,0,0,1,15
30,0,0,0,12,0,0,0,1,26
44,0,0,0,20,0,4,0,1,27
30,0,12,8,12,0,0,0,1,44
38,0,0,0,8,0,0,0,1,15
20,0,0,0,8,0,0,0,1,17
10,0,0,0,26,0,0,0,1,17
80,0,0,0,0,0,8,0,1,35
10,0,8,0,6,0,0,0,1,35
18,0,0,0,0,0,12,8,1,30
10,0,8,0,10,0,10,0,1,38
80,0,0,0,56,0,0,0,1,8
2,0,0,0,30,0,0,0,1,17
104,0,0,0,0,0,24,0,1,35
2,0,16,0,0,0,0,0,1,15
58,16,0,0,0,0,16,0,1,35
12,0,4,0,2,4,2,0,1,7
30,0,0,0,24,0,4,8,1,35
30,0,24,0,28,0,16,0,1,35
30,0,0,0,8,8,0,8,1,20
216,0,0,0,0,0,8,0,1,27
10,0,16,0,8,0,12,0,1,28
6,0,4,0,2,8,0,0,1,35
22,0,16,0,0,0,24,0,1,26
28,0,0,0,14,8,2,0,1,26
22,0,0,0,0,0,4,0,1,35
6,8,0,0,6,0,0,0,1,35
336,0,0,0,8,0,0,0,1,8
2,8,0,0,6,8,4,0,1,35
6,0,4,8,2,0,4,0,1,31
112,0,16,0,20,0,0,0,1,30
2,0,12,0,4,0,0,4,1,40
10,0,0,0,8,0,0,0,1,8
10,0,0,0,14,0,4,0,1,15
26,0,16,0,22,8,0,0,1,6
72,0,0,0,0,0,24,0,1,35
6,0,4,0,2,0,0,0,1,35
20,8,4,0,6,0,2,0,1,2
28,0,0,0,14,0,2,0,1,26
30,0,0,8,14,0,0,0,1,35
18,0,8,8,0,0,4,0,1,10
6,0,24,0,8,16,0,0,1,27
6,0,4,0,2,4,0,0,1,33
26,0,16,0,8,0,24,0,1,17
6,0,0,0,4,8,8,0,1,19
216,0,0,32,0,0,0,0,1,28
28,0,0,0,0,0,6,0,1,44
30,0,0,0,28,0,0,0,1,26
14,0,8,16,0,16,4,8,1,35
16,0,0,0,0,0,40,0,1,29
2,8,4,0,0,0,0,8,1,44
12,48,8,0,0,24,4,0,1,1
12,0,0,0,0,0,4,0,1,38
24,0,0,0,0,0,2,0,1,44
26,0,0,0,0,8,0,8,1,29
464,0,0,0,0,0,8,0,1,35
10,0,8,0,0,0,0,8,1,35
28,0,8,0,0,0,0,0,1,38
30,0,8,0,0,0,0,0,1,27
58,0,0,0,8,0,0,0,1,8
2,0,0,0,12,0,24,0,1,7
2,8,0,0,14,0,0,0,1,35
20,0,8,0,10,0,4,0,1,7
26,0,0,0,0,0,0,8,1,35
10,0,0,0,0,0,12,0,1,28
28,0,0,0,0,0,10,0,1,44
10,0,4,0,6,0,0,4,1,9
18,0,4,0,6,0,0,0,1,35
2,0,0,0,8,0,20,0,1,28
26,0,0,0,0,16,0,8,1,35
4,0,20,0,0,0,10,4,1,30
464,0,0,0,16,0,0,0,1,17
34,0,16,0,4,0,24,0,1,1
26,0,0,0,4,0,28,0,1,35
240,0,0,0,40,0,0,0,1,15
38,0,8,0,0,0,8,0,1,27
20,0,8,0,0,0,8,0,1,38
28,0,0,0,28,0,12,0,1,27
20,0,0,0,2,0,0,4,1,20
30,0,0,0,2,0,0,0,1,26
28,0,0,0,2,0,0,0,1,8
26,16,0,0,18,0,4,0,1,35
14,0,0,0,0,0,2,0,1,35
124,0,0,0,4,0,0,0,1,6
18,0,0,0,0,0,28,0,1,28
36,0,0,0,0,0,8,0,1,18
31,0,0,0,2,0,24,0,1,26
60,0,8,0,0,0,0,0,1,38
12,0,0,0,2,4,6,0,1,10
40,0,0,0,0,0,24,0,1,35
26,0,0,0,4,0,4,0,1,35
26,0,4,0,14,0,0,0,1,35
12,0,0,0,2,0,6,0,1,26
2,8,12,0,2,8,4,0,1,6
26,0,0,0,14,0,0,0,1,17
26,16,16,0,0,16,0,8,1,35
6,0,0,8,4,0,4,8,1,10
2,0,0,4,2,0,0,0,1,24
3,0,12,0,10,0,4,0,1,35
6,0,0,0,4,0,0,8,1,35
2,0,0,0,10,0,2,0,1,38
50,0,0,16,20,0,0,0,1,7
14,0,0,0,12,8,0,0,1,19
18,0,0,0,12,0,8,0,1,7
6,8,0,0,2,0,4,0,1,35
48,0,0,0,0,0,6,0,1,27
60,0,0,0,2,8,0,0,1,29
22,0,0,8,12,0,4,8,1,10
30,0,8,0,0,0,8,8,1,27
14,0,8,0,12,0,0,0,1,35
10,0,8,0,0,0,8,0,1,35
28,0,28,0,0,0,0,0,1,44
2,0,0,0,0,0,24,8,1,35
14,8,0,0,10,0,0,0,1,35
14,0,0,0,12,0,0,0,1,26
80,0,0,0,12,0,0,0,1,16
104,0,0,0,0,0,4,0,1,44
60,0,0,0,2,0,0,0,1,6
48,0,8,0,0,4,0,0,1,27
4,0,0,0,20,0,0,0,1,9
16,0,0,0,4,0,4,0,1,11
2,16,0,16,0,0,0,0,1,35
20,0,4,0,0,0,0,0,1,23
6,0,0,8,0,0,0,0,1,41
80,0,0,0,0,8,6,0,1,1
2,0,0,8,0,8,4,0,1,10
6,0,0,4,0,0,2,0,1,19
2,16,0,16,20,0,12,0,1,35
2,0,0,0,0,8,0,0,1,29
12,0,0,0,4,0,0,0,1,26
22,0,0,0,0,16,0,0,1,15
4,0,4,0,6,0,0,0,1,29
2,0,0,8,0,0,4,0,1,29
18,0,0,8,6,0,0,0,1,19
2,0,0,4,0,0,6,0,1,19
2,0,0,0,0,2,0,0,1,36
4,0,0,0,0,0,12,0,1,13
2,0,0,0,0,0,0,0,1,6
58,0,8,0,0,0,8,0,1,35
6,0,0,0,0,0,0,2,1,13
2,16,4,0,2,0,0,8,1,21
18,0,0,0,6,0,4,0,1,6
30,0,0,0,22,8,8,0,1,35
1,1,0,1,1,0,0,0,1,1
176,0,0,0,72,0,0,0,1,26
112,0,0,0,0,0,2,0,1,27
2,0,0,0,0,4,0,0,1,36
4,0,20,0,14,0,2,0,1,11
4,0,8,0,0,0,0,4,1,19
10,0,0,0,6,0,10,0,1,38
2,0,0,8,4,0,12,0,1,18
10,0,4,0,0,4,0,0,1,24
14,0,0,8,14,0,0,0,1,35
10,0,28,0,2,0,0,0,1,21
10,0,8,0,0,0,20,8,1,30
10,0,4,0,0,0,0,0,1,44
2,0,0,0,12,0,14,0,1,35
12,0,0,0,0,0,20,0,1,38
96,0,0,0,0,0,0,0,1,15
18,0,0,0,28,0,8,0,1,7
14,0,16,0,8,0,24,0,1,26
4,0,20,0,0,0,0,0,1,14
19,0,4,0,14,0,20,0,1,35
104,0,0,0,12,0,0,0,1,17
10,0,0,0,14,0,10,0,1,38
42,0,0,0,4,0,0,0,1,16
14,0,0,0,28,0,0,0,1,26
12,8,4,0,2,0,2,0,1,16
40,0,48,0,0,0,0,8,1,26
26,0,0,0,8,0,0,0,1,8
10,0,0,0,12,0,0,8,1,27
12,0,0,0,12,0,0,0,1,26
12,0,0,0,6,0,2,0,1,30
10,8,0,0,8,0,0,0,1,29
60,0,24,16,20,0,0,0,1,27
2,2,0,0,0,0,0,0,1,36
10,0,20,0,4,0,0,0,1,44
22,0,0,0,0,0,16,8,1,30
40,0,0,0,0,0,14,0,1,44
2,8,4,0,2,0,4,0,1,6
10,16,0,8,14,0,0,0,1,19
60,0,0,0,0,0,12,0,1,38
14,0,0,8,0,0,12,0,1,29
6,16,4,0,2,8,0,0,1,35
4,0,0,8,6,4,2,0,1,9
52,0,8,0,6,0,4,0,1,7
18,0,8,0,8,0,0,0,1,35
20,0,0,0,0,0,4,0,1,38
6,16,8,16,4,0,0,0,1,17
912,0,0,0,168,0,0,0,1,9
14,0,0,8,0,0,4,0,1,29
12,0,0,0,14,0,2,0,1,30
22,0,28,0,2,0,0,0,1,35
2,4,0,0,0,0,0,0,1,36
10,16,0,0,0,0,0,0,1,35
10,0,0,0,0,8,4,0,1,26
38,0,8,0,28,0,24,0,1,35
10,0,0,8,0,0,0,0,1,41
6,0,0,0,10,0,0,0,1,26
12,0,0,0,28,0,0,0,1,26
10,0,0,0,28,0,0,8,1,27
18,0,24,0,20,16,28,8,1,35
2,0,0,0,6,0,0,4,1,41
6,0,4,0,10,0,0,0,1,35
10,0,0,0,0,0,4,0,1,28
368,0,0,0,8,0,0,0,1,8
10,0,12,0,4,0,0,0,1,44
46,0,0,0,8,0,0,0,1,6
6,8,4,0,12,8,0,0,1,44
20,0,0,0,2,0,6,0,1,28
14,0,0,0,0,0,0,4,1,41
104,0,0,0,0,0,12,0,1,44
26,0,0,16,0,16,0,0,1,17
6,0,0,0,6,4,4,0,1,19
50,0,0,16,0,16,0,0,1,17
26,0,8,0,0,8,8,0,1,19
56,0,0,0,0,0,14,0,1,44
22,0,8,8,10,0,0,0,1,29
12,0,0,0,0,0,10,0,1,44
2,0,8,8,0,0,8,0,1,41
4,0,0,0,10,0,0,4,1,9
4,0,8,0,10,0,0,4,1,28
40,0,0,0,0,0,4,0,1,44
36,0,0,0,2,0,0,0,1,11
14,0,12,0,4,0,0,4,1,40
8,0,0,0,0,0,12,0,1,44
34,0,0,0,0,0,8,0,1,17
7,0,12,0,6,0,12,0,1,30
58,0,8,0,4,0,24,0,1,28
14,0,0,8,0,8,12,0,1,18
6,8,0,8,10,0,0,0,1,35
26,16,0,0,0,0,24,0,1,35
10,0,0,0,2,0,6,0,1,38
14,0,0,0,4,0,20,0,1,30
6,16,0,8,2,0,0,0,1,29
6,8,0,8,0,0,0,0,1,29
20,0,0,0,0,0,24,8,1,17
4,0,0,0,2,0,2,0,1,29
4,0,0,0,52,0,0,0,1,11
22,16,0,0,0,0,0,0,1,28
18,0,0,0,14,0,0,0,1,17
112,0,0,0,0,0,8,0,1,30
