F0,F1,F2,F3,F4,F5,F6,F7,F8,T
18,0,0,0,4,0,0,8,1,27
52,0,24,0,52,32,4,0,1,28
20,0,0,0,4,0,0,0,1,17
56,0,0,0,0,0,6,0,1,44
2,0,12,0,2,0,4,4,1,11
4,0,0,0,2,4,2,0,1,28
10,0,0,0,22,0,0,0,1,17
56,0,0,0,0,16,0,16,1,30
10,0,8,0,2,0,0,0,1,35
10,0,12,0,14,0,0,0,1,35
2,0,0,0,10,0,0,8,1,35
2,8,0,0,0,0,0,0,1,29
30,0,24,0,6,0,0,0,1,35
56,0,8,0,0,0,0,0,1,35
120,0,0,0,24,0,28,0,1,44
2,16,0,0,8,0,8,0,1,35
6,0,0,0,2,0,0,4,1,41
30,0,0,16,0,0,0,0,1,26
14,0,0,0,4,0,4,0,1,30
10,0,0,0,4,8,0,0,1,29
26,0,4,0,0,0,0,0,1,44
144,0,0,0,28,0,0,0,1,2
56,0,48,0,52,0,0,0,1,35
10,8,4,0,0,0,0,0,1,44
2,0,12,0,12,0,0,0,1,44
4,0,0,0,0,8,0,0,1,41
2,0,0,0,2,0,4,4,1,41
44,0,8,0,0,0,12,0,1,31
24,0,0,0,0,0,14,0,1,44
30,0,0,0,4,0,0,8,1,35
10,0,0,0,4,0,0,0,1,16
10,0,0,0,10,0,4,0,1,35
2,0,24,0,12,0,0,0,1,28
4,0,0,8,0,0,4,0,1,19
40,0,0,0,40,0,8,0,1,28
6,0,4,0,6,0,0,0,1,31
20,0,0,0,6,4,2,0,1,10
46,0,8,0,0,0,8,0,1,27
22,0,8,0,16,0,0,8,1,27
336,0,0,0,0,0,24,0,1,35
88,0,0,0,0,16,16,0,1,30
10,0,16,0,4,0,24,0,1,7
100,0,96,0,60,0,0,0,1,29
4,0,0,0,0,4,0,0,1,36
2,0,0,8,0,0,12,0,1,29
2,0,0,0,0,0,10,0,1,35
272,0,0,0,24,0,0,0,1,9
6,0,12,0,0,4,2,0,1,17
44,0,0,0,4,0,4,0,1,27
18,0,0,0,4,0,8,0,1,7
14,16,16,0,12,16,8,8,1,35
2,8,4,0,4,0,0,8,1,44
10,0,24,0,8,0,0,0,1,35
24,0,0,0,44,0,24,0,1,35
30,0,0,0,0,0,24,0,1,26
10,0,0,0,2,0,14,0,1,38
10,0,8,0,20,0,20,0,1,35
20,0,16,0,0,0,0,0,1,21
22,0,16,0,0,0,0,8,1,30
6,0,0,0,0,0,6,4,1,35
28,0,0,0,2,0,12,0,1,27
30,0,0,0,2,0,12,0,1,8
14,0,0,0,6,0,6,0,1,38
58,0,0,0,4,0,0,0,1,16
2,0,0,0,22,0,0,0,1,17
14,0,16,0,20,0,24,0,1,15
22,0,0,0,28,0,4,0,1,30
62,0,8,0,28,0,0,0,1,35
20,0,8,0,2,8,12,8,1,27
10,0,0,0,6,0,2,0,1,38
18,0,4,0,2,0,0,0,1,21
10,0,0,8,12,0,4,0,1,18
30,0,0,0,12,0,4,0,1,30
12,0,8,16,6,8,0,0,1,4
72,0,0,0,36,0,0,0,1,17
68,0,0,0,12,0,0,0,1,11
22,0,0,16,0,0,0,0,1,26
6,0,10,0,0,0,0,0,1,44
6,0,28,0,0,0,0,0,1,44
14,8,0,8,0,0,4,0,1,33
10,0,0,0,26,0,4,0,1,35
6,0,0,0,0,0,28,8,1,35
44,0,0,0,60,0,0,16,1,8
26,0,0,0,0,0,4,0,1,28
14,0,8,0,0,16,8,8,1,27
26,0,4,0,10,0,0,0,1,21
26,0,0,0,10,0,0,0,1,17
22,0,0,0,0,8,0,0,1,20
10,8,0,0,0,0,4,0,1,33
144,0,0,0,0,0,24,0,1,29
14,0,0,0,8,0,0,0,1,6
2,0,0,4,6,0,0,0,1,24
12,0,0,0,0,16,0,0,1,30
2,0,4,0,2,0,0,4,1,18
2,0,0,8,14,0,0,0,1,19
44,0,8,0,6,0,0,0,1,31
368,0,0,0,24,0,0,0,1,15
80,0,32,0,0,0,0,0,1,35
72,0,0,0,0,0,28,0,1,44
6,0,4,0,2,0,4,0,1,31
14,0,16,0,8,0,8,0,1,26
2,0,0,0,18,0,0,0,1,17
2,0,24,0,0,0,0,0,1,35
18,0,8,0,0,0,4,0,1,28
6,0,0,0,12,0,8,0,1,15
2,0,8,8,0,8,12,0,1,29
4,0,0,0,6,0,0,4,1,9
2,0,0,0,18,8,0,0,1,35
28,0,0,0,0,0,2,0,1,44
12,0,0,0,0,8,0,0,1,14
6,0,0,8,4,0,0,0,1,41
14,0,8,0,20,8,4,8,1,26
34,0,24,0,0,0,0,0,1,35
34,0,8,0,0,0,0,0,1,35
14,0,8,0,0,0,0,8,1,27
2,0,0,0,4,8,0,0,1,29
6,16,0,0,0,0,0,8,1,30
12,0,0,0,0,0,0,0,1,15
16,0,0,0,20,0,4,0,1,20
14,0,4,0,6,0,0,4,1,18
2,0,0,0,0,0,20,0,1,28
2,0,0,0,4,0,0,0,1,16
14,0,14,0,0,0,0,0,1,44
2,0,0,0,4,4,0,0,1,36
10,16,4,0,4,0,12,0,1,44
14,0,8,0,0,16,20,0,1,35
26,0,0,0,26,0,0,0,1,17
14,0,12,8,6,0,4,4,1,11
28,0,0,0,0,0,14,0,1,44
30,0,0,0,20,0,12,0,1,30
26,16,0,8,14,0,0,0,1,19
22,0,0,0,0,0,8,8,1,30
2,16,0,0,0,16,16,0,1,35
2,0,8,0,2,8,0,0,1,6
40,0,0,0,20,0,20,0,1,21
528,0,0,0,40,0,0,0,1,9
14,16,24,0,10,0,12,0,1,35
18,0,24,16,4,16,0,8,1,30
26,0,0,0,4,8,0,0,1,29
42,0,0,0,0,0,0,0,1,15
4,16,0,0,10,0,0,0,1,2
2,0,12,0,0,0,0,0,1,44
26,16,0,0,8,0,0,0,1,35
23,0,28,0,22,0,28,0,1,30
6,0,0,4,2,0,0,0,1,24
22,0,20,0,10,0,0,0,1,35
48,0,0,8,0,0,2,2,1,1
6,0,0,0,2,0,2,0,1,38
26,0,0,0,4,0,0,0,1,16
26,0,0,0,14,0,4,0,1,15
80,0,0,0,0,0,24,0,1,35
8,0,24,0,0,0,0,0,1,35
116,0,0,0,20,0,16,0,1,7
20,16,0,16,2,0,0,8,1,1
22,0,20,0,10,8,0,0,1,35
58,16,0,0,0,0,0,0,1,35
14,0,8,0,0,0,8,0,1,27
14,16,24,0,0,0,0,8,1,27
2,0,0,0,2,0,6,0,1,38
2,0,0,0,10,0,6,0,1,38
40,0,56,0,0,0,8,0,1,35
48,0,0,0,0,0,2,0,1,27
30,0,16,16,4,0,16,8,1,35
46,0,24,0,0,0,0,0,1,27
20,0,56,0,36,0,4,16,1,29
54,0,8,0,0,0,0,0,1,27
48,0,8,0,0,0,0,2,1,10
58,0,0,0,12,0,8,0,1,1
12,0,0,16,0,0,8,0,1,28
50,0,8,0,20,0,8,0,1,28
18,0,28,0,6,8,0,0,1,35
14,0,0,0,12,0,4,0,1,30
26,0,16,0,20,0,8,0,1,7
14,16,0,16,0,0,0,0,1,28
18,0,8,0,4,0,0,0,1,28
14,0,0,0,10,0,12,0,1,15
88,0,0,0,20,0,4,0,1,31
6,0,0,0,0,8,0,0,1,20
6,0,0,0,0,16,8,0,1,26
144,0,0,0,0,0,8,0,1,29
6,0,0,8,0,0,4,0,1,29
2,16,16,0,0,0,16,8,1,35
6,0,0,4,0,0,6,0,1,9
26,0,8,0,0,0,12,0,1,28
2,0,8,0,0,16,28,0,1,28
2,0,0,0,0,0,0,2,1,13
6,0,0,0,0,0,0,0,1,15
112,0,0,0,20,16,0,0,1,30
2,0,0,0,0,8,4,0,1,26
26,0,0,0,0,0,12,0,1,28
18,0,0,0,6,8,0,0,1,15
12,0,0,8,10,0,0,0,1,27
2,0,8,16,0,16,8,0,1,35
6,0,0,0,0,4,0,0,1,36
80,0,0,0,0,0,2,0,1,16
14,0,4,0,0,4,0,0,1,24
2,0,0,0,0,0,4,0,1,28
22,16,0,0,2,0,0,8,1,35
6,0,8,0,0,0,16,8,1,27
28,0,0,0,12,0,12,0,1,27
18,0,0,0,6,0,0,0,1,17
28,0,4,0,2,0,6,0,1,27
14,0,4,0,0,0,0,0,1,44
6,0,0,0,14,0,0,0,1,26
208,0,0,0,24,0,0,0,1,17
10,0,0,0,18,0,0,0,1,17
30,0,16,0,8,0,8,0,1,26
14,0,0,0,14,0,6,0,1,38
464,0,0,0,48,0,0,0,1,17
10,0,0,0,0,0,24,8,1,35
6,0,4,0,14,8,0,0,1,31
2,0,0,0,12,0,10,0,1,35
14,0,8,8,8,0,4,0,1,18
30,0,0,8,0,8,4,0,1,18
10,0,24,0,0,8,4,0,1,26
14,0,0,0,30,0,4,0,1,35
80,0,0,0,28,0,4,0,1,28
240,0,0,0,4,0,0,0,1,15
144,0,0,0,12,0,0,0,1,4
50,0,24,0,0,0,0,0,1,35
14,0,8,0,2,8,12,0,1,35
22,0,0,0,12,16,28,0,1,30
2,0,4,4,2,0,0,0,1,41
26,0,0,0,20,0,8,0,1,7
4,0,0,0,14,0,0,4,1,9
10,8,12,0,6,0,4,8,1,11
6,8,4,0,2,0,4,0,1,5
52,0,0,0,12,0,0,0,1,17
14,0,12,0,0,0,0,4,1,23
18,0,0,16,0,0,0,0,1,17
62,0,24,0,28,0,0,0,1,35
18,0,0,0,10,8,0,0,1,35
18,0,0,0,0,8,0,8,1,29
20,0,0,0,0,8,0,0,1,41
18,0,16,0,4,0,8,0,1,1
14,0,0,0,0,0,14,0,1,35
62,0,0,0,8,0,0,0,1,6
4,0,0,8,6,4,6,0,1,28
4,0,0,0,6,0,2,0,1,29
12,8,0,0,0,4,0,0,1,42
18,0,0,0,10,0,0,0,1,17
20,0,0,0,0,0,0,0,1,15
18,0,0,0,0,0,0,8,1,35
2,0,12,0,6,0,4,4,1,19
16,0,0,0,152,0,0,0,1,4
4,0,0,0,6,4,2,0,1,9
6,0,0,0,14,0,14,0,1,38
34,0,8,0,8,0,16,0,1,35
22,0,4,0,6,0,0,0,1,31
10,0,12,0,10,0,0,0,1,21
6,4,0,0,0,0,0,0,1,36
12,0,16,0,10,0,6,0,1,26
10,0,28,0,10,0,0,0,1,21
14,0,0,0,0,8,4,0,1,15
14,0,0,8,0,0,0,0,1,41
2,0,4,0,0,0,0,0,1,44
6,0,0,0,6,0,0,4,1,41
4,16,16,0,6,0,8,0,1,5
14,0,0,0,0,0,4,0,1,35
50,0,16,0,0,0,0,0,1,15
2,0,4,0,0,4,0,0,1,24
10,0,0,0,0,8,0,0,1,29
30,0,0,0,0,8,0,8,1,20
54,16,0,0,0,0,0,0,1,28
22,0,8,0,0,0,0,8,1,27
52,0,0,0,8,0,0,0,1,17
56,0,0,0,28,0,28,0,1,35
30,0,0,0,0,0,0,8,1,30
10,0,0,0,0,0,0,0,1,15
62,0,24,0,0,0,0,0,1,27
28,0,0,0,2,8,2,4,1,26
10,0,16,0,20,0,4,0,1,35
164,0,0,0,20,0,0,0,1,11
112,0,0,0,12,0,4,0,1,30
2,16,0,0,26,0,0,8,1,35
20,0,0,0,2,0,2,0,1,28
22,0,0,0,12,0,0,8,1,35
6,0,8,8,0,0,8,0,1,41
30,0,0,0,20,0,0,0,1,26
18,0,0,0,26,0,0,0,1,17
18,0,0,0,0,0,8,0,1,17
22,0,0,8,10,0,4,0,1,29
12,0,0,0,0,0,14,0,1,44
4,0,8,0,2,8,0,0,1,30
30,0,0,0,4,0,4,0,1,30
2,16,24,0,0,0,24,8,1,35
14,0,0,0,2,0,6,0,1,38
2,0,8,0,0,0,8,0,1,35
58,0,0,0,0,0,0,0,1,15
6,0,0,8,2,8,0,8,1,35
4,0,8,0,2,0,0,0,1,29
26,8,12,0,2,8,0,8,1,2
2,0,0,0,26,0,0,0,1,17
31,0,4,0,6,0,28,0,1,27
22,0,0,0,12,0,12,0,1,30
62,16,0,0,0,0,16,0,1,28
6,0,0,8,12,0,4,0,1,10
10,0,0,0,2,0,2,0,1,38
464,0,0,0,0,0,40,0,1,35
-3,0,0,0,0,0,0,0,1,15
2,0,24,8,14,0,0,0,1,19
22,0,8,0,0,0,28,0,1,35
6,8,0,8,0,0,4,0,1,33
18,0,16,0,0,0,8,16,1,17
14,0,8,0,2,0,0,0,1,35
26,0,0,16,22,0,4,0,1,15
144,0,0,0,56,0,0,0,1,11
22,0,0,0,0,0,28,0,1,35
62,0,8,0,0,0,8,0,1,27
6,8,0,0,0,0,0,0,1,29
20,0,0,8,14,0,0,0,1,26
6,0,28,0,4,0,0,0,1,44
56,0,0,0,0,0,2,0,1,44
4,0,0,0,2,4,6,0,1,9
6,0,12,8,2,0,4,4,1,19
14,0,4,8,12,8,0,8,1,44
2,8,0,0,0,0,4,0,1,33
14,0,0,0,4,8,0,0,1,19
38,0,8,0,28,0,0,0,1,35
14,8,4,0,0,0,0,0,1,44
14,0,28,0,14,0,0,0,1,31
7,0,4,0,30,0,12,0,1,27
6,0,8,0,20,0,28,0,1,30
6,0,0,0,2,0,4,4,1,41
6,0,16,0,4,0,4,0,1,30
12,0,0,8,6,0,0,0,1,31
44,0,8,0,2,0,0,0,1,27
50,0,0,16,28,0,0,0,1,1
50,0,24,0,28,0,0,0,1,28
3,0,28,0,18,0,4,0,1,35
12,0,0,0,6,0,4,0,1,27
108,0,0,0,60,0,8,0,1,35
4,0,12,0,2,0,0,0,1,29
2,0,8,0,0,0,0,8,1,35
14,0,8,16,24,0,28,8,1,35
18,0,8,0,0,0,12,0,1,28
22,16,0,0,4,0,8,8,1,35
18,0,0,0,0,0,12,0,1,28
2,0,24,0,4,0,0,0,1,28
6,0,24,0,12,0,0,0,1,35
4,0,0,0,0,0,4,0,1,13
20,0,0,0,0,0,10,0,1,23
4,0,0,0,28,0,0,0,1,9
6,0,0,0,28,0,0,8,1,35
104,0,0,0,0,0,24,8,1,19
56,0,0,0,0,16,0,8,1,20
56,0,0,0,4,0,28,0,1,31
30,0,0,0,8,8,0,0,1,20
10,0,0,0,8,8,0,8,1,29
44,0,0,0,4,0,0,0,1,26
56,0,0,0,52,0,24,0,1,35
22,0,8,0,8,0,0,0,1,27
6,16,0,0,4,0,0,8,1,35
44,0,24,0,2,0,0,0,1,27
30,0,0,0,0,0,28,0,1,35
30,0,0,0,8,0,0,0,1,6
14,0,4,0,2,0,0,4,1,4
12,0,0,0,10,0,8,4,1,28
88,0,0,0,0,0,8,0,1,27
22,0,8,0,28,0,8,0,1,35
10,0,12,0,2,0,0,4,1,18
56,0,0,0,52,0,8,0,1,35
26,0,0,0,22,0,0,0,1,17
80,0,0,0,4,0,4,0,1,21
36,0,0,0,28,0,0,0,1,2
4,0,4,0,2,4,2,0,1,21
4,0,12,8,10,4,2,0,1,11
2,16,8,8,2,0,4,8,1,35
20,0,28,0,0,0,0,0,1,23
104,0,0,0,20,0,8,0,1,35
30,0,28,0,6,0,0,0,1,31
26,0,0,0,0,8,0,0,1,29
14,8,0,0,0,0,4,0,1,33
2,0,12,0,4,0,0,0,1,44
14,0,0,0,20,0,0,0,1,26
22,0,0,0,24,0,12,0,1,35
6,0,0,4,6,0,0,0,1,24
6,0,4,0,2,0,0,4,1,4
4,0,0,0,16,0,0,0,1,11
28,8,4,0,6,0,2,0,1,2
6,0,0,0,6,0,2,0,1,38
26,0,0,0,0,0,0,0,1,15
7,0,20,0,26,0,28,0,1,27
24,0,24,0,4,0,0,0,1,38
14,8,12,0,0,0,0,8,1,44
10,8,0,0,0,0,0,0,1,29
14,0,0,0,0,0,12,8,1,35
2,8,0,0,2,0,8,0,1,35
30,16,0,0,28,0,4,0,1,30
14,8,12,8,14,0,0,0,1,5
2,0,0,0,14,0,6,0,1,38
52,0,0,0,0,16,0,0,1,19
50,16,0,0,0,0,16,0,1,35
10,0,16,0,24,0,28,0,1,28
34,0,0,16,4,0,0,0,1,7
10,0,0,8,2,8,4,0,1,19
336,0,0,0,16,0,0,0,1,17
18,0,8,0,0,8,0,0,1,19
2,0,0,2,0,0,0,0,1,36
10,0,0,0,12,0,24,0,1,1
112,0,16,0,4,0,0,0,1,15
22,0,0,8,0,8,12,8,1,18
18,8,12,8,2,0,0,0,1,4
2,0,0,0,18,0,4,0,1,35
240,0,0,0,0,0,40,0,1,31
22,0,28,0,10,0,4,8,1,31
14,16,8,0,16,16,4,0,1,35
10,0,0,8,2,0,4,0,1,35
6,0,0,8,4,8,4,0,1,29
46,0,8,0,0,0,24,0,1,27
18,0,8,0,0,0,0,0,1,35
48,0,0,0,8,0,0,0,1,26
6,0,0,0,4,8,0,0,1,19
16,0,0,0,0,0,0,0,1,2
36,0,0,0,0,0,0,8,1,17
18,0,0,0,0,0,20,8,1,30
36,0,8,0,2,0,4,0,1,11
18,0,0,0,16,16,0,8,1,35
10,0,4,0,6,0,0,0,1,35
4,8,8,0,2,0,0,0,1,34
19,0,20,0,22,0,12,0,1,35
4,0,0,8,10,0,0,0,1,30
6,0,0,0,4,0,0,0,1,26
52,16,0,0,6,0,4,0,1,29
240,0,0,0,0,0,8,16,1,26
26,0,0,8,12,0,4,0,1,18
6,0,0,0,4,4,0,0,1,36
22,0,0,8,4,0,4,8,1,10
2,0,12,0,14,0,0,4,1,4
2,0,8,0,8,0,0,0,1,35
56,0,0,0,20,0,4,0,1,31
