F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,T
12,0,-9,0,9,0,-9,0,0,-9,0,-9,1,42
3,0,-9,0,0,0,9,0,-9,-6,0,9,1,42
-12,9,0,0,0,0,0,0,-9,-12,0,0,1,120
-3,0,0,3,0,0,3,-3,0,3,0,0,1,212
-99,27,-27,99,-54,81,-69,99,-99,66,27,-117,1,130
9,0,0,9,0,9,9,-9,9,3,-12,-12,1,70
-36,27,27,-36,27,-18,-21,18,-36,-21,27,-27,1,215
3,0,0,0,0,0,0,0,0,0,3,0,1,35
12,0,9,-12,-9,9,12,-9,-9,3,9,-9,1,167
36,27,0,27,27,-18,9,-36,-18,-21,6,36,1,70
3,9,0,-12,9,0,3,-9,-9,-9,9,0,1,167
-9,0,0,9,0,0,3,0,9,-12,-9,-9,1,170
-12,9,9,-3,-9,-9,0,0,9,-12,9,3,1,212
-36,27,-27,-36,27,-27,15,-36,27,24,-36,9,1,170
36,0,-27,-36,-27,-27,-18,27,36,15,-27,-18,1,16
3,-9,9,-3,9,-9,-12,0,9,-9,-9,-9,1,167
-3,0,0,0,0,0,0,0,-3,3,0,3,1,12
-3,0,0,-3,0,-3,3,3,3,0,-3,-3,1,212
-12,0,9,-3,0,9,-9,0,0,9,9,9,1,120
9,0,0,9,-9,-9,-9,-9,-9,-12,12,0,1,40
-12,9,-9,0,0,9,12,9,0,9,-12,0,1,167
-12,-9,0,-6,0,9,-3,9,9,-9,0,-9,1,169
-9,0,0,0,0,-9,3,-9,-9,-3,-9,0,1,215
12,9,-9,12,9,9,3,0,-9,6,-6,-3,1,167
12,0,-9,9,9,-9,12,-9,9,-9,-9,0,1,42
6,9,0,3,-9,-9,-6,9,0,3,-12,9,1,167
36,0,27,-27,-27,0,21,-27,18,36,-27,27,1,18
6,9,0,3,0,9,-3,-9,-9,-9,9,-9,1,38
117,-81,54,72,-108,81,-78,108,-72,84,-117,-108,1,130
-3,-9,0,6,0,9,-12,9,-9,12,6,-9,1,121
324,-243,162,-54,-324,243,171,-297,126,3,351,93,1,5
3,9,9,-6,9,9,3,0,0,12,9,-9,1,167
-9,0,0,0,0,0,-3,0,0,6,3,-6,1,73
-3,0,0,0,-3,-3,3,0,3,-3,-3,3,1,167
3,0,0,0,3,0,0,0,0,0,0,0,1,15
-12,0,-9,-6,-9,0,-6,9,0,-9,-9,-6,1,84
-6,0,9,-3,9,0,-12,-9,9,9,12,0,1,167
6,-9,-9,-12,-9,0,-12,-9,9,6,9,6,1,212
-3,-9,0,-6,0,9,9,0,0,9,9,0,1,120
-324,0,-243,81,-324,162,-243,81,-216,219,-243,135,1,170
-12,0,9,3,0,-9,0,0,9,-3,6,0,1,167
-3,9,0,3,9,0,-12,0,9,0,-9,-3,1,212
36,0,-27,-27,-9,9,39,0,-27,-36,-15,33,1,171
-3,0,9,9,0,-9,0,9,0,9,-12,0,1,121
162,0,243,243,-324,243,-81,-27,27,-348,-333,252,1,39
-6,-9,0,-3,0,9,6,-9,0,-12,9,-9,1,167
-6,9,9,12,0,-9,12,9,0,6,9,0,1,167
-12,0,9,-9,-9,9,-3,-9,-9,-9,0,-9,1,169
-6,0,0,12,0,-9,9,9,-12,9,3,12,1,42
3,-9,9,0,-9,-9,-6,-9,-9,-12,0,6,1,212
-3,9,-9,-12,0,-9,-9,-9,9,-9,0,0,1,169
81,0,0,-27,-81,-81,9,-27,-18,108,-45,-120,1,131
-3,0,0,3,0,0,-3,0,3,3,3,0,1,121
3,9,0,12,9,9,0,9,0,3,9,-9,1,42
-36,-27,27,9,-36,27,-12,0,-18,-27,21,18,1,131
3,0,0,3,0,0,-3,3,3,3,-3,-3,1,212
36,-27,27,-9,0,0,-6,9,0,30,-27,-36,1,18
12,9,9,-12,9,-9,9,-9,9,-6,-12,0,1,169
-12,-9,-9,-3,0,0,3,0,-6,3,0,3,1,167
-12,-9,9,-9,-9,9,3,9,9,3,-12,12,1,121
6,0,0,12,9,-9,-12,-9,-9,9,-12,-9,1,121
12,9,-9,0,-9,9,-12,9,-9,3,-12,9,1,120
-9,-27,0,-36,-27,0,-33,0,0,-27,9,6,1,215
3,0,0,0,0,0,0,-3,-3,-3,-3,-3,1,212
9,0,0,9,9,0,0,9,3,-6,3,3,1,3
36,-27,0,9,-18,-27,21,-27,-36,-3,33,18,1,171
81,0,-81,108,0,27,-99,-81,-90,-36,81,87,1,19
3,0,0,0,3,0,3,3,3,0,0,0,1,42
-3,0,0,3,3,3,3,-3,0,-3,3,0,1,13
324,0,-243,297,81,324,27,324,162,-69,261,144,1,119
6,9,0,9,0,0,12,9,9,12,-6,-12,1,118
-12,9,9,3,0,0,-12,9,-9,9,0,-9,1,13
3,-9,9,0,-9,0,-12,-9,-9,-6,-9,0,1,167
6,9,9,-12,-9,9,3,9,12,-12,-6,6,1,167
-9,0,0,-9,9,-9,3,0,9,-12,-12,9,1,119
-81,-81,0,-54,0,81,27,0,0,0,0,0,1,173
-12,9,9,0,-9,0,9,9,0,0,-9,0,1,169
9,0,0,-9,-9,-9,0,0,9,-9,0,0,1,2
6,-9,9,-12,0,0,-12,-9,0,-3,0,9,1,120
12,9,9,-3,9,9,-12,0,0,6,0,6,1,212
12,-9,0,12,-9,-9,6,9,0,12,3,-3,1,167
-3,0,0,-3,0,0,0,0,-3,-3,-3,0,1,169
117,-54,-54,-63,-54,108,51,117,63,24,54,-54,1,130
3,9,0,-6,0,0,12,0,0,12,9,-3,1,212
12,-9,-9,0,0,9,-3,9,-9,3,9,0,1,116
9,0,0,9,-9,0,0,-9,9,-12,6,-9,1,171
36,0,-27,18,0,27,30,27,36,39,9,9,1,70
-6,9,0,-6,-9,0,-3,9,9,-3,0,-12,1,212
-9,0,0,9,0,0,3,9,-9,0,3,3,1,131
-27,0,0,0,-9,0,36,0,-9,0,0,0,1,14
-12,9,-9,-12,-9,9,-9,9,0,0,-9,9,1,169
-3,9,-9,-9,9,-9,-6,9,-9,12,-9,-9,1,169
6,0,0,-12,0,0,12,9,-9,12,-3,3,1,167
-12,-9,9,-9,9,-9,12,0,9,-12,0,0,1,120
-9,0,9,0,-9,0,3,0,3,0,0,0,1,17
-36,27,27,-18,0,27,-39,-27,-18,-27,9,27,1,170
36,0,0,-36,-9,18,21,-9,0,-15,-24,-15,1,16
-9,9,-9,0,0,0,3,3,0,0,0,0,1,215
12,-9,-9,3,9,0,-3,-9,0,-6,0,-9,1,116
-9,0,0,9,9,9,6,-9,0,-6,-12,12,1,131
12,9,-9,-9,-9,0,-6,-9,0,9,0,9,1,167
6,0,9,3,0,-9,-3,-9,-9,6,-3,-3,1,167
-6,-9,-9,-6,0,9,9,0,-9,12,-12,-6,1,120
3,0,9,-9,0,9,6,0,9,6,6,-3,1,169
-12,0,0,6,-9,9,9,-9,0,3,-12,0,1,167
3,9,-9,9,9,0,0,9,-9,0,-6,-12,1,121
-6,9,9,-9,-9,0,-9,0,9,-6,9,9,1,167
-162,243,-162,-135,-243,54,-9,-243,-225,-84,315,90,1,173
-6,-9,0,12,9,0,-6,9,0,-6,0,9,1,167
81,-81,-81,-27,-54,81,0,-54,63,21,21,24,1,41
3,-9,9,6,9,-9,-9,9,0,3,12,12,1,116
12,9,9,3,0,9,9,0,0,3,-9,0,1,167
-18,27,-27,27,0,27,33,36,-36,0,-36,-18,1,18
3,0,0,0,3,3,3,-3,3,0,0,3,1,167
-81,0,0,81,0,0,90,54,36,63,21,21,1,11
6,0,0,6,0,0,12,9,-9,3,9,0,1,169
3,0,0,0,3,-3,0,0,3,0,3,3,1,116
18,27,-27,36,0,18,3,-18,-27,-21,36,30,1,215
-324,-243,0,243,81,-81,270,-324,297,-24,207,324,1,11
36,0,27,27,18,-18,-30,27,-36,0,-21,-15,1,71
162,0,-324,216,-81,162,0,-27,0,225,-153,36,1,131
81,0,0,27,-81,-81,-99,-27,-108,36,-99,-27,1,170
3,0,-9,3,-9,0,-12,9,-9,6,9,0,1,167
-9,0,0,9,0,0,6,0,9,9,-3,-12,1,131
-9,-27,0,18,27,0,33,36,-36,-39,-27,0,1,170
-6,9,9,-6,-9,0,-12,9,9,3,0,6,1,212
18,0,0,0,0,0,3,0,0,0,0,0,1,39
-9,0,0,-9,-9,9,6,9,-9,-3,6,0,1,170
6,-9,-9,6,9,0,-9,9,0,-12,12,-3,1,36
3,0,-9,6,-9,9,9,9,9,-6,0,0,1,167
-12,0,9,12,9,9,6,-9,0,0,-9,12,1,212
36,0,27,-27,27,-27,36,18,0,30,-18,9,1,3
3,0,9,-12,0,9,9,9,0,9,-9,9,1,167
3,9,0,6,9,-9,3,9,0,-9,9,0,1,167
-9,0,0,-9,9,9,-3,9,0,9,6,-6,1,131
-12,-9,9,-6,-9,-9,0,-9,0,-12,3,-6,1,36
3,0,0,-3,-3,3,-3,-3,0,-3,3,3,1,120
-6,9,-9,9,0,9,9,0,9,3,3,6,1,167
18,-27,27,9,0,-36,-3,-18,-18,27,-27,-39,1,215
-72,0,54,-18,0,-27,57,108,90,87,27,-36,1,130
-36,-27,0,27,27,0,-33,18,-18,-15,-30,36,1,73
3,0,9,-9,9,-9,3,-9,-9,0,0,12,1,212
12,0,-9,6,-9,0,-9,0,-9,9,-6,-6,1,121
12,9,0,-12,9,9,12,-9,9,12,0,0,1,167
12,-9,-9,-9,0,9,-6,-9,0,-12,0,0,1,167
3,-9,-9,-6,9,-9,-12,-9,9,-3,3,9,1,167
-3,0,0,3,0,0,3,0,3,-3,-3,3,1,121
-81,0,81,-108,-81,-27,-81,-81,-9,9,-99,60,1,173
36,0,0,9,0,27,18,9,36,-12,-6,30,1,130
-3,0,0,-3,0,0,0,-3,0,0,0,3,1,212
-18,27,27,18,18,27,36,-18,36,21,-9,-39,1,70
-12,-9,0,0,-9,0,-9,9,0,0,0,-3,1,212
36,0,-27,36,0,-27,-27,-36,-18,27,9,0,1,18
-36,27,27,36,-27,-27,24,18,0,6,9,18,1,11
12,9,0,-6,9,-9,0,0,-9,12,9,0,1,167
36,0,27,-18,-27,-27,-21,-27,9,-33,-18,-27,1,18
6,-9,0,6,0,9,12,0,0,0,0,-9,1,120
9,27,0,-9,-27,27,9,-27,-9,-15,-27,18,1,16
9,0,0,9,0,9,-9,0,0,6,-6,6,1,18
-36,0,-27,36,0,36,-21,-18,-18,12,-24,12,1,73
3,0,0,-3,0,0,0,3,0,3,3,3,1,84
12,9,-9,0,0,0,9,0,-9,9,-9,9,1,167
36,0,-27,36,-9,-36,33,-9,-36,21,-21,-39,1,40
3,9,0,12,-9,0,3,9,-9,-3,0,-9,1,167
3,9,0,-12,9,9,6,-9,0,-9,9,-9,1,167
-6,0,0,-3,0,9,12,-9,-9,-9,0,-9,1,167
12,0,9,9,0,-9,-3,0,9,-9,0,0,1,42
81,-81,0,-27,81,0,-99,99,36,96,48,0,1,173
3,-9,9,-3,0,-9,12,-9,0,12,9,-9,1,167
3,0,0,-3,0,0,0,0,-3,3,-3,3,1,167
9,0,0,9,-9,-9,9,9,-9,6,-12,12,1,171
-18,0,27,0,0,0,-15,-36,-36,-9,-36,27,1,70
63,54,0,-27,81,-81,-3,45,-108,99,-54,-81,1,70
12,0,-9,12,0,-9,12,-9,6,12,9,9,1,42
6,-9,0,6,9,0,0,-9,3,-9,-9,6,1,121
81,-81,81,-81,81,54,99,45,18,-72,36,9,1,173
3,-9,-9,6,-9,9,0,0,9,0,9,9,1,42
81,0,0,-54,-81,108,-18,54,117,-60,-90,120,1,173
36,-27,-27,27,-27,27,36,36,-18,-33,0,-9,1,18
-6,-9,-9,12,9,9,9,-9,-9,12,-9,-6,1,212
-6,9,9,3,9,-9,0,0,-9,0,-9,3,1,84
-81,0,0,-108,-27,-54,-72,-99,90,-87,42,0,1,170
-99,54,54,-108,27,-81,-69,9,-18,63,-63,45,1,130
81,-81,0,27,-54,0,-27,18,-99,-39,42,24,1,170
-18,-27,0,-9,18,-9,21,-18,-9,12,12,30,1,171
-12,9,9,9,9,-9,6,-9,0,-3,9,-12,1,212
12,0,9,-12,-9,0,-12,0,-9,12,0,-9,1,167
9,27,27,36,-18,-9,-30,-27,36,-15,30,-30,1,18
3,0,-9,-9,-9,-9,12,-9,0,-9,0,-9,1,167
-3,0,0,3,0,0,-3,0,-3,0,-3,0,1,118
-6,-9,-9,3,9,9,-9,-9,9,-12,-6,9,1,167
12,0,9,12,9,0,9,-9,-9,-12,-9,9,1,167
-18,-27,-27,18,-27,0,-36,-18,18,15,18,-27,1,70
-12,-9,9,-6,0,9,0,-9,-9,6,9,6,1,212
6,9,-9,-6,9,-9,-3,9,-9,-9,6,12,1,167
-6,-9,9,12,0,-9,-12,-9,-9,0,9,-12,1,212
9,0,0,-9,9,-9,-9,0,0,-12,-9,0,1,70
12,0,-9,9,-9,9,-6,-9,-9,-9,9,-9,1,167
-12,9,0,-9,0,-9,3,-9,0,-12,-12,-12,1,121
-3,-3,3,3,3,3,0,3,0,0,-3,0,1,84
-162,0,243,-54,162,-54,-180,351,-324,315,-36,111,1,131
3,-9,0,-12,9,9,-12,-9,0,0,-9,-9,1,167
-81,0,-81,-54,-81,-54,63,-108,18,-39,81,117,1,73
6,-9,-9,-12,0,-9,3,9,9,-9,9,0,1,169
36,0,-9,0,27,36,3,36,30,36,21,6,1,3
3,-9,-9,6,9,-9,-12,9,-9,-9,0,9,1,167
81,0,81,81,-81,54,9,27,117,51,-72,81,1,173
3,9,0,-12,0,0,3,-9,0,-12,-12,9,1,118
9,-27,-27,-27,-27,27,36,9,36,-39,-27,0,1,130
162,-243,-324,-297,0,135,63,-54,324,195,-54,66,1,73
3,-9,0,0,9,9,3,9,0,9,0,-3,1,212
6,-9,0,-9,0,-9,-12,-9,9,-9,0,-12,1,84
12,0,9,3,0,-9,-6,0,-9,12,-6,9,1,121
9,27,-27,-18,27,-27,24,9,18,-24,27,-18,1,130
-36,27,27,27,-27,18,15,-27,0,21,-21,21,1,5
-12,-9,-9,-9,-9,-9,-3,0,9,6,-9,9,1,120
-3,9,-9,0,-9,9,-6,0,0,-9,9,-6,1,212
-18,27,27,-27,27,27,18,18,-18,-12,18,-9,1,70
6,-9,-9,9,0,-9,0,9,9,-6,0,-6,1,212
36,0,27,-27,27,-27,-27,-18,9,39,-18,0,1,70
-9,0,0,-9,0,9,12,9,9,-3,9,12,1,215
18,-27,0,-9,27,0,15,-9,-18,-36,-18,-30,1,215
-81,0,0,0,0,54,-18,27,90,-99,-9,48,1,131
-18,27,-27,-36,27,0,-27,18,-36,36,-36,9,1,70
6,0,9,-12,0,-9,6,-9,12,0,-3,0,1,42
-12,-9,0,6,-9,0,9,0,0,6,-9,-12,1,84
81,0,0,-27,81,81,90,-54,-81,18,54,18,1,39
-81,-81,-81,0,54,0,108,-117,-99,-33,-120,18,1,170
-9,0,0,0,9,-9,-6,0,9,-6,-3,0,1,170
-6,9,0,-9,-9,0,0,9,9,12,0,-9,1,167
3,9,-9,-12,-9,0,-6,0,-9,6,3,9,1,167
3,0,0,3,0,0,-3,0,-3,-3,3,0,1,14
81,0,81,81,0,108,-72,-108,108,-3,-81,-111,1,19
567,729,-486,-162,891,297,-252,-891,-189,-45,-864,96,1,19
-6,9,9,3,-9,9,6,0,9,0,-9,-9,1,42
-6,0,0,12,0,9,-6,0,9,-6,9,3,1,212
3,9,0,-3,-9,9,12,0,0,-9,9,9,1,167
12,-9,-9,-3,-9,-9,-12,0,0,-6,-9,9,1,42
-18,-27,-27,-18,-9,0,15,27,-27,-24,-30,18,1,130
-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1
-9,27,0,9,0,27,30,-27,9,30,9,-27,1,170
-9,0,0,0,-9,-9,3,0,-6,0,-3,-12,1,17
-324,0,243,-243,-81,324,-144,-216,-297,-117,54,288,1,11
-12,-9,-9,-9,9,-9,12,9,-9,6,0,-9,1,169
-3,0,0,0,0,0,0,0,3,0,-3,-3,1,167
12,-9,-9,12,9,9,6,-9,0,6,9,9,1,167
81,-243,0,81,162,-162,-288,216,-108,-327,261,306,1,170
3,0,0,-12,9,9,-3,-9,9,0,0,-9,1,167
81,0,81,54,81,-81,0,-54,117,-60,-108,114,1,131
6,9,0,6,0,9,-3,0,-6,0,-6,3,1,14
9,9,0,9,0,0,6,3,3,-9,3,-12,1,47
36,0,-27,-27,-27,0,15,27,27,36,-36,-36,1,130
12,-9,9,-3,9,0,-3,9,9,9,9,6,1,212
-18,-27,27,36,-36,36,15,27,-9,3,-30,-33,1,18
12,9,-9,0,-9,-9,12,-9,0,-6,9,-9,1,167
-36,-27,0,18,18,-18,12,27,-36,-3,-39,24,1,131
12,-9,9,12,0,9,-9,0,-3,3,-9,0,1,121
90,-81,-54,117,-81,27,42,-108,90,93,0,99,1,70
3,0,9,3,0,9,-3,-9,-9,9,9,0,1,116
-81,0,81,81,-81,54,-108,-27,-45,24,108,108,1,131
3,9,0,6,-9,9,-12,0,-9,-12,9,-9,1,167
-3,0,0,-3,-3,-3,0,3,0,0,0,-3,1,116
6,9,-9,0,0,0,-3,0,9,12,3,-6,1,169
9,0,0,-9,9,-9,3,0,9,12,0,12,1,70
-81,81,81,81,81,54,-54,81,-81,-75,81,33,1,173
-36,0,0,36,-27,27,21,36,36,-21,-36,-27,1,119
-9,0,9,0,0,-9,3,-3,9,6,6,3,1,215
-6,0,0,-6,-9,9,-3,-9,9,6,12,-12,1,116
-12,0,0,-3,0,0,3,9,-9,6,9,3,1,212
27,-27,-27,27,-9,-27,27,-27,9,0,18,30,1,14
-6,-9,9,-12,0,0,9,0,-9,3,0,9,1,42
81,0,-81,-108,81,-81,-45,0,-27,-117,-72,21,1,73
12,0,0,-9,0,-9,-6,9,0,-3,9,0,1,42
162,-243,162,54,-81,297,72,216,-135,111,0,33,1,1
3,9,0,3,-9,0,-3,9,0,-3,9,0,1,167
6,0,-9,6,-9,0,6,-9,9,0,-9,6,1,212
-3,0,0,-3,-3,-3,-3,3,3,0,-3,3,1,167
-18,27,0,-36,18,36,9,0,9,-12,36,27,1,18
-6,-9,0,12,0,9,6,-9,0,-3,9,-9,1,167
36,27,0,-36,-27,0,-30,36,0,-21,18,18,1,172
3,0,0,6,9,0,-9,9,9,-9,0,9,1,167
-6,0,9,9,9,-9,-6,-9,0,3,-9,9,1,42
-45,27,54,-117,54,54,-3,9,-63,6,18,27,1,34
12,-9,-9,6,-9,9,3,-9,-9,-3,9,9,1,15
6,9,-9,-6,-9,-9,6,-9,-9,-9,9,0,1,169
-36,27,-27,0,0,36,15,0,36,-9,3,33,1,73
18,27,27,-9,-9,36,-3,36,-27,39,21,-27,1,131
6,9,9,-3,9,9,-9,-9,9,3,3,12,1,169
-12,-9,0,12,0,0,12,-9,9,-6,-3,-12,1,35
162,0,-81,27,243,81,-81,81,162,27,0,0,1,131
36,27,0,18,-27,-27,-9,36,27,12,9,-27,1,18
-12,9,0,3,9,0,9,9,9,9,9,-12,1,212
-18,27,0,0,0,27,9,36,27,-30,-27,36,1,130
12,9,-9,6,-9,-9,-6,0,0,3,-9,0,1,167
-324,0,-243,-54,-243,81,351,-297,-126,-315,198,81,1,131
324,243,243,-108,-324,-54,135,-81,315,-96,288,126,1,17
-81,0,81,-81,-81,-81,72,54,-108,108,-36,72,1,1
3,9,0,0,9,9,-6,-9,9,12,9,0,1,167
-162,81,81,54,-243,-135,-36,-180,-288,-312,165,0,1,41
-45,0,-27,36,54,-54,-6,0,117,33,9,81,1,70
-6,-9,0,0,-9,9,-6,0,0,-3,12,3,1,167
81,-243,243,-108,324,243,243,162,27,-69,-180,360,1,170
18,27,27,-9,-27,-27,-15,-9,36,36,9,0,1,170
-9,0,0,9,9,0,-6,9,-6,-3,-9,9,1,73
81,0,81,27,27,81,-99,99,-45,66,-24,33,1,46
-18,-27,27,18,27,0,-9,-18,-27,-18,18,9,1,130
36,27,-27,-36,0,27,-21,-18,18,-21,0,-9,1,130
-6,9,0,-9,-9,0,-12,9,-9,-9,12,9,1,167
36,-27,27,9,-27,-27,9,-36,-27,-27,27,-18,1,70
-18,27,27,36,-27,-36,15,9,-36,30,27,6,1,172
12,0,9,-9,0,0,6,9,-9,0,0,-9,1,167
36,-27,0,-18,0,0,6,18,0,39,36,27,1,70
-12,-9,9,3,-9,9,9,9,-6,-12,-9,0,1,14
3,9,-9,3,9,0,-6,-9,9,-6,9,-9,1,116
3,0,0,-3,0,0,3,-3,-3,0,-3,0,1,212
-9,0,0,0,-9,0,12,0,-12,6,-6,12,1,73
9,-27,27,18,27,-27,24,-36,9,24,-18,27,1,70
36,-27,-27,-36,0,-18,-9,18,27,15,0,-24,1,34
12,0,9,-3,-9,0,-9,0,9,-3,3,3,1,116
3,9,-9,0,-9,0,6,-9,9,9,-9,9,1,167
9,27,0,-36,27,36,-30,-18,27,-39,9,12,1,174
-72,0,54,90,-54,-117,-66,27,108,-24,0,24,1,174
9,0,0,-18,0,-27,27,-27,-36,21,-9,0,1,71
-18,54,-81,54,-36,108,30,90,36,90,111,36,1,3
12,0,9,-3,0,0,9,-9,0,-6,9,9,1,167
-6,9,-9,9,0,9,12,9,-9,9,0,-9,1,167
-9,0,0,-9,9,9,-12,0,-9,-3,-6,-3,1,41
6,9,0,12,9,0,-6,0,9,-12,-3,12,1,121
-18,0,-27,9,27,0,36,27,-27,9,-36,9,1,130
-6,-9,9,12,0,-9,-6,9,0,-12,3,9,1,167
90,-81,108,72,0,108,-93,-108,63,51,-81,81,1,18
9,0,0,-9,-9,0,0,-9,0,-6,-9,-12,1,70
-3,0,-9,12,9,0,-3,0,0,3,-12,-9,1,167
-81,-81,0,-27,-54,108,0,54,-18,81,-3,24,1,39
-9,0,9,-9,0,0,-6,-9,0,0,3,-12,1,11
6,9,9,3,9,-9,-3,9,0,-6,9,9,1,120
12,9,0,3,0,0,-3,9,0,9,-9,-9,1,42
3,0,0,-3,0,0,-3,0,3,0,0,-3,1,38
-12,9,-9,-6,0,0,6,-9,9,9,-12,0,1,167
-9,0,27,-27,-27,27,33,9,-9,-9,-18,0,1,119
3,-9,0,-6,-9,-9,0,0,9,-6,-9,-9,1,167
-3,0,0,0,0,0,3,0,-3,-3,0,-3,1,38
-9,0,0,-9,9,-9,-12,9,-9,6,-12,0,1,19
-3,0,0,0,0,0,3,0,-3,0,-3,3,1,169
3,0,0,-3,0,0,3,0,3,3,0,3,1,38
12,-9,9,12,0,-9,-12,9,0,-9,-9,-9,1,167
-36,0,0,18,-27,-27,33,27,-27,6,-18,-39,1,215
-6,9,-9,-9,9,0,6,-9,9,-9,0,9,1,167
-72,0,-27,-27,-54,9,6,-108,-90,-90,54,21,1,174
6,9,-9,-6,-9,-9,-9,9,0,-6,0,6,1,212
-9,0,0,-9,9,9,-3,9,-9,-6,-6,-3,1,170
-3,-9,9,-6,9,-9,-3,9,0,3,-12,-12,1,116
12,0,9,-6,9,0,-12,-9,9,6,9,-9,1,167
3,0,-3,-3,0,3,3,0,0,0,-3,0,1,121
9,0,0,18,27,-27,-15,27,27,-24,18,-18,1,130
-3,-9,0,9,0,0,6,9,-9,12,9,-3,1,212
36,27,-27,-18,27,-27,6,-18,-9,12,36,0,1,70
-81,81,81,81,-54,108,-63,81,-18,-18,-9,33,1,119
3,9,0,-6,0,9,-6,9,-9,3,0,3,1,212
-3,0,9,6,-9,9,3,0,-9,-3,0,-9,1,169
-3,-9,9,9,9,9,6,0,9,12,-3,6,1,167
12,9,0,12,9,0,-12,9,0,3,0,9,1,42
-6,-9,-9,6,0,-9,9,0,-12,9,12,3,1,167
