F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,T
2,0,0,0,0,0,0,0,2,0,-6,0,1,137
8,0,-8,0,12,8,-12,0,-8,-12,2,-8,1,104
-133,0,-32,0,187,0,-224,0,9,0,0,0,1,208
-2,0,0,0,0,0,4,0,0,4,-2,4,1,112
8,0,8,0,12,0,-8,0,8,0,-14,0,1,92
-2,0,0,0,0,0,0,0,0,4,-2,4,1,147
-6,8,4,0,4,0,0,0,4,-4,-2,4,1,98
8,0,-8,0,-12,0,-8,0,-4,0,8,0,1,143
120,-112,-32,96,76,112,80,96,-70,-92,32,8,1,45
-2,0,0,4,4,4,0,0,0,0,2,0,1,128
-6,0,8,0,6,0,2,0,0,0,8,0,1,250
-6,-4,-6,0,-6,0,0,0,6,8,6,8,1,140
8,0,8,8,0,8,-4,-4,-2,-4,4,-2,1,166
2,0,8,8,-2,8,4,0,2,-4,-2,4,1,64
-6,0,0,8,2,0,8,0,2,4,-6,4,1,95
-2,0,-4,0,-4,0,4,0,6,0,8,0,1,152
-6,0,8,0,-2,0,6,0,6,0,8,0,1,193
6,0,0,0,2,0,0,0,0,0,8,0,1,185
-8,16,8,16,8,8,-4,16,-6,16,12,-12,1,104
-8,16,-8,0,4,-8,-12,8,-8,-12,4,-12,1,51
-2,0,0,0,-4,8,-4,8,-6,-4,4,0,1,193
6,0,8,0,-6,0,-4,0,8,0,6,0,1,250
-2,0,0,0,0,0,0,0,6,0,4,4,1,223
6,0,-4,0,-2,0,-4,0,-2,0,0,0,1,250
8,0,16,0,-12,0,16,0,8,0,8,0,1,143
-6,0,4,4,2,0,2,0,6,4,0,0,1,48
6,0,8,0,4,0,2,0,-4,0,0,0,1,86
2,0,4,4,4,4,0,4,4,0,0,0,1,100
-6,0,0,0,6,0,6,0,8,0,-4,0,1,250
6,0,4,0,-6,0,-2,0,-6,0,4,0,1,193
2,4,2,4,-2,0,-2,4,4,0,4,4,1,137
2,0,8,0,8,0,4,0,-6,0,4,0,1,150
2,0,0,0,0,0,2,0,2,0,0,0,1,186
-6,0,0,0,0,0,4,0,-2,4,-4,-4,1,86
-6,0,0,0,0,8,-4,0,0,8,8,4,1,250
-6,0,8,8,-6,0,8,0,8,0,-4,4,1,223
24,0,16,0,28,0,8,0,8,0,24,0,1,141
-6,0,-4,8,8,8,0,-4,4,8,4,4,1,138
-2,0,8,8,6,0,8,0,8,8,0,4,1,113
2,0,0,0,4,4,0,4,4,4,2,0,1,102
-7,0,6,0,3,0,-4,0,7,0,6,0,1,69
15,0,-26,0,11,0,-12,0,13,0,-10,0,1,143
8,0,32,0,8,0,-8,0,10,0,4,0,1,1
-6,0,4,0,8,0,4,0,4,0,8,0,1,250
-10,0,-4,0,10,0,0,0,-6,0,12,0,1,154
-2,0,-4,0,4,0,6,0,6,0,8,0,1,186
6,0,4,8,0,8,0,-4,-4,8,-4,0,1,108
-4,0,0,0,0,0,8,0,0,0,0,0,1,15
-2,0,8,0,6,0,8,0,6,0,0,0,1,185
6,0,4,0,4,0,4,0,-4,0,0,0,1,186
2,0,8,0,8,8,-4,0,8,8,8,4,1,250
-6,0,-4,0,-2,0,-4,0,-4,0,4,0,1,155
6,0,0,0,-2,0,-4,0,-6,0,8,0,1,221
-11,0,-6,0,-5,0,12,0,-1,0,2,0,1,143
-8,16,0,0,8,0,-12,8,-2,16,-2,12,1,134
24,0,-24,0,-4,0,-24,0,24,0,6,0,1,61
-2,0,0,0,6,0,8,0,6,0,0,0,1,185
2,0,0,0,2,0,-2,0,0,0,0,0,1,250
-115,0,54,0,-89,0,-12,0,75,0,22,0,1,29
6,0,4,8,-4,8,4,-4,4,0,2,4,1,146
-29,0,-14,0,11,0,-12,0,9,0,10,0,1,141
6,0,-4,0,8,0,0,4,0,8,0,0,1,109
6,0,-4,8,-6,-4,-2,8,4,4,0,-4,1,221
2,0,0,0,6,0,0,0,4,0,-2,0,1,250
-56,0,-64,0,40,0,-8,0,10,0,-44,0,1,29
-2,0,0,0,8,0,-4,4,2,0,6,4,1,146
6,8,4,8,-6,8,-4,0,4,-4,-2,4,1,140
-2,0,0,0,2,0,4,0,-4,0,6,0,1,185
-2,0,0,0,2,0,8,0,-4,0,6,0,1,250
-8,16,8,0,0,0,-4,4,6,0,16,14,1,25
-56,0,-64,0,28,0,16,0,48,0,8,0,1,141
6,0,0,0,8,0,8,0,0,4,2,4,1,138
8,0,0,0,4,0,4,4,8,8,6,-6,1,99
24,0,-8,0,28,0,16,0,-28,0,-24,0,1,141
-6,8,-4,0,0,0,0,0,4,0,-4,4,1,250
-8,0,-24,0,4,0,0,0,-28,0,-16,0,1,143
-2,0,8,0,-6,0,4,0,-2,0,6,0,1,115
8,16,0,0,-12,16,8,8,16,16,2,-8,1,141
-2,0,4,0,4,0,0,0,0,0,0,0,1,221
2,0,8,0,8,0,8,0,2,0,-4,0,1,193
6,0,-4,0,6,0,-6,0,-2,0,4,0,1,193
-2,0,8,0,8,0,-4,0,6,0,4,0,1,151
-45,0,-8,0,-53,0,64,0,-31,0,8,0,1,51
29,0,26,0,3,0,4,0,-1,0,-22,0,1,143
8,0,24,0,-28,0,-8,0,-20,0,-8,0,1,143
2,4,0,4,2,4,-2,4,2,4,2,0,1,148
-10,0,-8,0,-8,0,-4,0,6,0,8,0,1,154
-10,0,16,0,14,0,-12,0,-4,0,4,0,1,221
2,8,4,0,4,8,-4,0,-4,4,2,4,1,98
2,0,4,8,6,8,8,-4,4,8,-2,4,1,137
-2,4,0,4,2,4,4,4,0,4,-2,4,1,254
-6,8,0,8,0,8,4,8,0,4,-4,8,1,186
15,0,18,0,119,0,84,0,-7,0,114,0,1,142
6,0,0,0,-6,0,-4,0,-4,0,-2,0,1,185
6,0,8,8,2,0,0,0,0,0,-4,4,1,138
8,16,8,16,12,8,-12,16,16,4,-6,-12,1,104
6,0,0,0,2,0,-6,0,4,0,8,0,1,250
-7,0,2,0,-21,0,-20,0,-21,0,10,0,1,58
8,16,16,0,-8,16,4,8,6,-4,16,12,1,89
-8,16,0,0,-4,16,16,0,0,0,0,0,1,129
2,0,0,4,-2,4,4,0,0,0,0,0,1,49
56,0,64,0,-36,0,32,0,-48,0,24,0,1,141
-2,0,8,0,-2,0,4,0,8,0,0,0,1,151
-6,0,4,4,0,0,6,0,4,0,2,0,1,138
-2,0,4,0,-2,0,0,0,0,0,2,0,1,224
14,0,16,0,16,0,0,0,-14,0,-4,0,1,186
3776,0,-768,0,-1744,0,-4032,0,3780,0,-96,0,1,134
2,0,0,0,-2,0,4,0,-4,0,-2,0,1,185
24,0,-16,0,20,0,8,0,4,0,12,0,1,142
3,0,2,0,-5,0,4,0,-7,0,-6,0,1,134
2,0,-2,0,2,0,0,0,2,0,4,0,1,110
-14,0,0,0,-14,0,8,0,16,0,-8,0,1,185
6,0,8,8,-6,0,8,0,0,0,-4,4,1,113
-2,0,0,0,0,0,4,0,-2,0,4,0,1,151
2,0,8,0,-2,0,4,0,8,0,-2,0,1,250
1,0,-2,0,-13,0,4,0,11,0,-10,0,1,89
2,0,0,8,-2,8,-4,0,-6,0,4,4,1,185
2,0,8,8,-2,8,-4,0,-2,0,4,4,1,250
-2,0,4,0,4,0,4,4,4,0,0,4,1,112
-2,0,0,0,6,8,8,8,-2,-4,8,4,1,186
2,0,0,0,-2,0,0,0,-4,0,-2,0,1,250
-8,16,8,16,0,8,12,-8,10,-4,-6,8,1,89
-6,0,-4,8,0,8,0,-4,-6,8,-4,4,1,138
-2,8,-4,0,4,0,8,0,8,4,2,4,1,95
-6,8,-4,0,0,0,0,0,-4,0,-4,4,1,250
-6,0,0,0,-6,0,8,0,-2,0,4,0,1,250
-6,0,0,0,-4,0,8,0,6,0,2,0,1,137
-40,0,-32,0,60,0,16,0,-16,0,-56,0,1,141
56,-16,56,-48,-4,48,-56,0,-46,4,26,36,1,94
-14,0,8,0,-8,0,-4,0,10,0,-12,0,1,150
6,0,-4,0,-2,0,2,0,6,0,4,0,1,193
6,0,0,0,2,0,6,0,-6,0,4,0,1,193
2,0,0,0,4,8,4,0,-4,4,2,4,1,113
-6,0,0,0,-2,0,8,0,0,0,6,0,1,185
2,0,4,0,2,0,4,4,4,0,-2,0,1,137
-10,0,16,0,-14,0,-8,0,4,0,16,0,1,185
10,0,0,0,0,0,0,0,0,0,0,0,1,28
6,0,4,4,4,0,6,4,0,0,6,0,1,139
2,0,0,0,-4,0,0,0,-2,0,2,0,1,137
-6,8,-4,0,4,8,-4,0,4,-4,-2,4,1,97
-56,-16,0,32,4,16,0,56,58,-36,-44,12,1,89
-6,0,0,0,-2,0,0,0,4,0,6,0,1,250
2,0,0,4,2,0,4,0,0,0,0,0,1,102
2,4,0,0,2,0,2,4,-2,0,4,-2,1,147
-10,0,-4,0,-10,0,8,0,8,0,8,0,1,193
6,0,0,0,-2,0,6,0,8,0,-4,0,1,250
8,0,8,0,4,0,-4,0,4,0,8,0,1,134
6,0,-2,0,6,0,6,0,8,0,-4,0,1,140
6,4,-6,-4,-4,0,4,-4,0,4,6,4,1,98
-2,8,-4,0,4,0,8,-4,-2,-4,6,8,1,225
8,0,-16,0,-12,0,32,0,24,0,32,0,1,143
-6,0,0,0,0,0,0,0,2,0,-4,4,1,223
6,0,8,0,-6,4,2,8,-2,8,4,4,1,145
-2,0,0,0,-2,0,4,0,4,0,4,0,1,221
1,0,2,0,-7,0,2,0,1,0,-4,0,1,158
1,0,14,0,3,0,4,0,11,0,6,0,1,89
-6,0,-4,0,-2,0,-4,0,8,0,0,0,1,155
40,0,48,0,20,0,32,0,-56,0,-40,0,1,143
-2,0,0,0,-2,0,4,0,4,4,4,0,1,186
-6,0,8,8,2,8,4,0,-6,8,0,4,1,185
-14,0,-12,0,-2,0,8,0,14,0,-8,0,1,225
-8,0,-32,0,4,0,-8,0,24,0,-24,0,1,104
-2,0,4,0,2,4,4,0,-2,0,2,0,1,100
-2,0,8,0,4,0,-6,0,8,0,0,0,1,193
-6,8,-4,0,4,8,4,-4,6,0,-4,4,1,108
12,0,0,0,-12,0,0,0,4,0,0,0,1,50
2,0,0,0,0,0,0,0,-2,0,4,4,1,136
-2,0,8,0,-2,0,-4,0,8,0,0,0,1,151
-6,0,8,0,4,0,8,0,8,8,0,4,1,193
-56,0,-16,0,48,0,32,0,42,0,-28,0,1,105
-6,0,-4,0,4,-4,-4,-4,-2,4,-6,8,1,101
6,0,8,0,8,0,4,0,2,0,8,0,1,152
10,0,16,0,16,0,-4,0,-6,0,12,0,1,150
6,0,0,0,0,0,-4,0,-6,0,-4,0,1,12
6,0,-6,0,4,0,4,0,-6,0,0,0,1,224
2,0,8,0,4,8,4,8,-2,4,8,8,1,185
6,0,8,0,0,8,4,0,0,-4,6,4,1,113
-2,0,0,8,0,0,-4,8,2,4,4,4,1,86
-24,0,24,0,-4,0,32,0,4,0,32,0,1,141
-24,0,16,0,28,0,-24,0,-8,0,-8,0,1,94
-14,0,-4,0,0,0,-8,0,4,0,-4,0,1,225
-89,0,-142,0,39,0,212,0,81,0,18,0,1,51
2,0,-6,0,-4,0,4,0,0,0,0,0,1,224
-10,0,-12,0,-6,0,8,0,-14,0,0,0,1,221
6,0,8,0,0,0,8,0,0,4,8,8,1,28
-2,0,0,8,-6,8,4,0,-6,8,8,4,1,185
8,16,16,16,-12,16,0,-8,8,12,-6,12,1,142
-7,0,-10,0,-13,0,-12,0,-13,0,14,0,1,89
6,8,4,0,-6,0,4,8,4,-4,0,8,1,86
-8,0,16,0,8,8,-4,-8,2,8,14,-8,1,25
-6,0,8,0,-6,0,8,0,2,0,8,0,1,185
-14,0,4,0,-14,0,-4,0,14,0,8,0,1,193
6,0,-4,0,-4,0,4,0,0,0,4,0,1,250
-2,4,-2,0,-2,4,-2,4,4,4,4,4,1,96
-6,0,8,0,0,0,8,0,-6,0,-6,0,1,110
6,0,4,0,2,0,8,0,2,0,-4,0,1,154
8,0,8,8,0,-4,8,8,-2,-4,0,6,1,45
6,0,8,0,8,0,4,0,-6,0,-4,0,1,54
-10,0,-4,0,-10,0,-8,0,4,0,4,0,1,193
6,0,4,4,2,4,6,4,6,4,2,0,1,147
6,0,0,0,-4,8,4,0,0,0,-4,4,1,250
-24,0,-24,0,4,0,16,0,28,0,-14,0,1,143
2,0,0,0,6,0,0,0,-4,0,-2,0,1,250
8,0,-8,0,4,-8,-4,8,0,4,0,-12,1,134
6,0,8,0,8,0,0,0,6,0,-4,4,1,223
8,16,8,0,-4,16,-4,16,-8,16,6,0,1,104
24,32,8,-16,-12,0,-4,16,-28,-4,24,8,1,87
-6,0,0,0,0,0,8,0,-2,0,-4,0,1,186
2,0,4,4,2,4,4,0,0,0,0,0,1,102
-2,8,8,0,6,0,-4,0,2,-4,8,4,1,186
-6,0,4,0,4,0,-4,0,6,0,-4,0,1,225
2,0,8,0,-4,0,-4,0,-6,0,-2,0,1,224
2,0,8,8,2,8,-4,0,-2,8,0,4,1,250
-8,0,-8,0,-12,0,-8,0,-12,0,10,0,1,143
-40,0,16,0,-44,0,8,0,-12,0,-28,0,1,142
-2,0,0,0,2,0,4,0,4,0,-2,0,1,185
-6,0,0,0,-6,0,-2,0,0,0,0,0,1,250
-2,0,0,0,2,0,0,0,4,0,-2,0,1,250
14,0,4,0,-14,0,0,0,2,0,0,0,1,221
2,0,4,0,-6,0,0,0,8,0,6,0,1,224
-7,0,-10,0,3,0,12,0,-13,0,-10,0,1,87
-2,4,0,0,0,4,-2,0,0,4,4,4,1,23
-6,0,4,0,8,0,0,0,6,0,4,0,1,186
-8,16,-8,16,-12,8,-8,16,4,-8,4,-8,1,104
-2,0,0,0,4,0,0,0,-2,4,2,4,1,149
-2,0,0,0,2,0,8,0,4,0,-2,0,1,250
-6,0,8,8,-2,8,4,0,2,0,4,4,1,185
-2,0,0,0,4,0,4,0,-2,4,2,4,1,149
-6,0,0,0,0,0,2,0,-2,0,-4,0,1,185
-5,0,-4,0,6,0,2,0,-1,0,2,0,1,14
2,4,0,4,4,4,4,0,0,0,4,0,1,254
2,0,4,0,2,0,0,4,2,4,-2,4,1,221
-2,0,0,0,-2,4,4,0,4,4,4,0,1,254
2,4,4,0,2,0,4,4,0,4,-2,4,1,254
-6,0,8,0,-4,0,8,0,8,0,6,0,1,186
-6,0,8,0,2,0,4,0,-6,0,2,0,1,224
6,0,8,0,2,8,0,-4,4,8,8,4,1,138
-2,8,8,8,8,4,6,-4,-6,4,8,-4,1,225
-2,0,0,0,-4,0,4,0,-6,0,-6,0,1,111
-6,0,4,0,8,0,6,0,-2,0,8,0,1,186
40,-48,64,-16,60,48,-32,0,-58,-12,-48,36,1,205
-2,0,0,0,0,0,-4,0,6,0,4,0,1,151
6,8,-4,0,6,4,4,-4,8,-4,-6,0,1,139
-2,0,0,0,-6,0,0,0,8,0,6,0,1,185
-2,0,8,0,0,8,4,0,8,8,8,4,1,250
4,0,8,0,4,0,-2,0,2,0,0,0,1,158
-2,0,0,0,2,4,2,0,0,0,-2,0,1,145
-24,0,-16,0,4,0,8,0,-12,0,12,0,1,142
2,0,0,0,8,0,0,0,-6,0,-2,0,1,137
24,0,0,0,-28,0,-8,0,24,0,8,0,1,104
2,0,0,0,4,8,4,0,-2,4,0,-4,1,86
2,8,-4,0,4,8,4,0,4,4,2,4,1,98
-2,0,8,8,-2,8,-4,0,-2,0,4,4,1,250
-14,0,0,0,0,0,-12,0,0,0,0,0,1,11
-24,0,24,0,-4,0,0,0,-20,0,32,0,1,141
2,0,-4,0,6,0,4,0,-4,0,-4,0,1,155
2,0,0,0,0,0,4,0,-6,0,4,0,1,150
-2,0,0,0,-4,0,8,0,0,0,6,0,1,186
-2,8,8,0,-4,0,8,4,-2,-4,6,8,1,146
6,0,0,0,8,0,8,0,-6,0,-6,0,1,224
6,8,-4,0,2,4,-2,4,-2,8,-6,0,1,225
2,0,0,4,-2,4,-2,0,-2,0,0,0,1,48
2,0,0,0,-6,0,0,0,-4,0,-4,0,1,250
8,16,-8,16,4,0,-8,-8,8,16,2,0,1,88
1,0,-2,0,3,0,12,0,11,0,14,0,1,87
-6,0,4,0,0,0,6,0,6,0,8,0,1,186
2,8,-4,0,4,8,-4,0,-4,4,2,4,1,98
-6,0,0,0,-4,8,-4,0,2,8,8,4,1,109
13,0,-26,0,3,0,24,0,19,0,-14,0,1,30
-6,0,8,0,8,0,0,0,2,4,-6,4,1,115
10,0,-12,0,0,0,-8,0,0,0,12,0,1,153
2,0,0,0,0,8,-4,0,8,8,8,4,1,250
-6,0,0,0,4,0,4,0,2,0,-2,0,1,224
6,0,8,0,-4,8,4,0,-4,0,4,4,1,193
4,0,0,0,4,0,-2,0,2,0,0,0,1,158
-8,0,8,0,-12,0,-4,0,-8,0,0,0,1,51
6,0,4,0,6,0,-4,0,6,0,0,0,1,250
2,0,0,0,2,0,2,0,2,2,2,0,1,43
2,0,2,0,2,0,2,0,2,0,2,0,1,110
-6,0,4,0,8,0,-2,0,-2,0,8,0,1,186
-6,8,0,0,-6,4,-6,4,2,0,-6,0,1,221
11,0,-6,0,-5,0,4,0,-15,0,-14,0,1,141
10,0,-4,0,2,0,-8,0,-4,0,-4,0,1,193
2,0,8,0,-4,0,0,0,-6,8,0,4,1,223
-56,0,16,0,-48,0,-16,0,58,0,12,0,1,105
5,0,2,0,3,0,4,0,-9,0,2,0,1,143
-24,0,24,0,28,0,32,0,-28,0,-4,0,1,141
2,8,4,0,0,0,0,0,0,-4,-2,4,1,98
14,0,12,0,4,0,4,0,4,0,0,0,1,186
-9,0,-14,0,-5,0,-12,0,-11,0,-6,0,1,143
-2,4,4,0,0,4,-2,4,2,0,0,4,1,101
6,0,0,8,4,8,0,-4,2,0,-4,0,1,223
6,0,8,0,6,0,4,0,2,0,2,0,1,140
6,0,0,0,-4,0,8,0,0,8,8,4,1,193
-6,0,0,0,-4,0,4,0,0,0,-2,0,1,186
-14,0,4,0,-2,0,-8,0,-2,0,0,0,1,225
-2,4,4,4,-2,0,-2,4,-2,4,-2,0,1,148
-56,0,16,0,-36,0,-40,0,24,0,8,0,1,94
2,0,0,0,0,0,8,0,2,0,-4,0,1,193
6,0,8,8,0,0,-4,0,8,-4,8,0,1,28
-2,0,8,0,8,0,4,0,8,0,-6,0,1,250
55,0,-110,0,-57,0,52,0,-95,0,-110,0,1,142
-8,0,24,0,-20,0,16,0,28,0,12,0,1,141
8,-16,8,0,20,0,0,32,10,-20,-6,-16,1,51
2,8,8,8,-6,8,0,4,8,0,6,0,1,221
-2,0,0,0,-4,0,8,0,0,8,8,4,1,193
6,8,-4,0,-4,0,8,0,2,-4,-2,4,1,225
-7,0,-2,0,-13,0,-12,0,3,0,6,0,1,89
-6,0,8,0,4,8,4,0,8,0,-4,4,1,250
-6,0,8,0,2,0,8,0,-2,0,-4,0,1,250
6,8,8,8,-4,0,-4,8,6,-4,0,8,1,193
6,4,2,-4,2,8,2,0,8,8,0,4,1,140
-24,0,24,0,-12,0,-24,0,24,0,-2,0,1,59
14,0,0,0,0,0,0,0,0,0,0,0,1,28
-6,8,-4,8,-4,4,2,-4,2,8,-6,-4,1,136
-6,0,8,0,2,0,2,0,6,0,0,0,1,193
-6,0,8,0,-4,0,8,0,-4,4,2,4,1,147
-6,0,-2,0,4,0,2,0,2,0,6,0,1,224
8,0,0,8,8,0,-4,8,-6,-4,-2,-4,1,166
-6,0,0,8,-2,0,0,0,6,8,8,4,1,185
-14,0,0,0,-10,0,-4,0,-6,0,-4,0,1,150
-2,0,4,0,-6,0,4,0,4,4,-4,4,1,193
2,0,0,0,2,0,0,4,4,4,4,4,1,136
2,4,0,4,2,0,-2,0,4,0,-2,4,1,52
-24,16,-8,0,28,32,-16,0,-2,12,-10,-16,1,92
6,0,0,0,-6,0,-4,0,-4,0,6,0,1,185
6,0,-2,0,4,0,-4,0,0,0,8,0,1,224
-2,8,8,0,-4,0,4,-4,-2,-4,4,-4,1,223
40,0,-32,0,40,0,-48,0,-30,0,24,0,1,51
56,0,0,0,28,0,-48,0,-32,0,-16,0,1,141
2,0,8,8,0,8,4,8,6,4,8,-4,1,186
-8,0,-8,0,12,0,-8,0,-8,0,-16,0,1,142
-6,0,8,0,0,8,4,0,2,0,4,4,1,136
6,8,-4,0,0,8,-4,-4,2,0,6,4,1,221
-14,0,-12,0,-8,0,8,0,12,0,16,0,1,225
6,0,-4,0,2,0,0,0,-6,0,8,0,1,221
-6,8,-4,0,0,0,0,0,4,0,4,4,1,250
6,0,0,0,4,0,4,0,2,0,6,0,1,111
-2,0,0,8,2,8,-4,0,-6,8,0,4,1,185
-40,0,0,0,-36,0,0,0,0,0,0,0,1,141
-6,0,8,0,-6,0,8,0,0,0,0,0,1,185
-6,0,0,0,-4,0,-2,0,-6,0,8,0,1,185
-24,0,-16,0,-4,0,24,0,-24,0,32,0,1,94
13,0,-6,0,11,0,-4,0,7,0,-14,0,1,143
2,0,0,8,-2,8,-4,0,2,0,-4,4,1,185
6,8,-4,8,-6,8,4,0,4,-4,-2,4,1,140
2,0,4,0,-2,0,4,4,0,0,2,4,1,137
-2,0,0,0,-2,4,0,0,2,4,-2,0,1,139
2,0,-4,0,2,0,-4,0,6,0,4,0,1,250
-2,0,8,0,4,0,2,0,6,0,-4,0,1,185
-6,0,-2,0,-2,0,-6,0,0,0,-4,0,1,137
-8,0,-8,0,4,0,-8,0,0,0,-4,0,1,143
-6,0,0,0,-2,0,4,0,8,0,8,0,1,150
2,0,-4,0,2,0,4,0,6,0,4,0,1,250
24,0,-24,0,-12,0,16,0,4,0,2,0,1,143
-10,0,8,0,-2,0,0,0,-14,0,-4,0,1,250
2,0,4,0,6,4,-2,8,8,-4,4,0,1,225
-2,0,0,0,0,0,4,0,6,0,4,0,1,151
-6,0,0,0,0,0,0,0,0,0,8,0,1,86
31,0,10,0,3,0,20,0,5,0,18,0,1,141
24,0,-16,0,28,0,-8,0,-24,0,-8,0,1,141
-14,0,-12,0,-8,0,16,0,-8,0,0,0,1,153
2,0,0,0,-2,4,0,0,0,0,2,0,1,101
-2,0,0,4,4,4,0,4,0,0,2,0,1,128
56,0,-16,0,-32,0,-40,0,2,0,20,0,1,134
6,0,0,0,0,0,4,0,0,0,6,0,1,250
-6,0,0,4,0,0,6,0,4,4,4,0,1,10
-2,0,0,0,0,4,0,0,4,4,0,4,1,254
8,0,8,0,12,0,0,0,-4,0,14,0,1,143
24,0,24,0,-12,0,16,0,-24,0,-10,0,1,88
-6,8,0,0,2,8,0,-4,-4,4,-6,0,1,225
-3,0,-14,0,11,0,-4,0,-9,0,-6,0,1,143
2,0,0,0,-2,0,0,4,0,4,4,0,1,138
8,0,8,16,16,-8,0,-8,-2,-12,10,16,1,88
-2,0,4,0,0,4,0,0,4,0,0,4,1,254
6,0,4,0,4,0,0,0,-4,0,-4,0,1,152
-2,0,8,0,8,8,-4,0,-2,0,-4,4,1,136
-1856,0,-1408,0,560,0,256,0,-1564,0,-104,0,1,134
10,0,12,0,14,0,-12,0,8,0,0,0,1,155
14,0,0,0,0,0,0,0,16,0,8,0,1,86
-6,0,2,0,2,0,-2,0,2,0,-6,0,1,114
-24,0,-24,0,-4,0,-32,0,24,0,4,0,1,142
14,0,12,0,-10,0,12,0,-2,0,8,0,1,250
6,0,4,0,-4,0,-4,0,-6,0,4,0,1,221
-56,0,-16,0,-32,0,32,0,-34,0,8,0,1,105
2,0,4,0,4,4,0,0,4,4,2,0,1,49
6,0,8,0,-4,0,0,0,-4,4,2,4,1,138
-6,0,8,0,-4,0,4,0,2,0,2,0,1,224
-6,0,8,0,4,0,0,0,-2,0,-6,0,1,137
-56,0,-16,0,4,0,-56,0,-44,0,-36,0,1,142
-2,0,0,0,0,0,4,0,0,4,2,4,1,147
2,0,0,4,2,0,-2,0,2,4,-2,4,1,138
-24,0,-8,0,20,0,-8,0,-24,0,22,0,1,88
-29,0,-14,0,27,0,4,0,25,0,-6,0,1,141
-6,0,8,0,0,8,4,0,8,8,8,4,1,250
14,0,4,0,6,0,8,0,12,0,12,0,1,193
8,0,0,16,4,-8,8,-8,0,-4,6,16,1,94
-6,0,0,0,0,0,-4,0,-6,0,-4,0,1,150
8,16,8,0,-4,0,16,8,14,4,2,4,1,55
-2,0,8,8,2,0,0,0,8,0,4,4,1,112
-10,0,0,0,-14,0,8,0,16,0,8,0,1,185
-6,8,4,0,8,0,8,0,0,4,2,4,1,97
-6,0,4,0,8,0,0,0,0,0,-2,0,1,224
-2,0,0,0,-2,0,-4,0,-6,0,0,0,1,221
-40,0,0,0,-60,0,-24,0,-40,0,24,0,1,104
-2,0,0,0,8,0,0,0,-6,4,-6,4,1,149
-1,0,-6,0,-5,0,20,0,-3,0,-14,0,1,134
-24,0,0,0,-4,0,32,0,16,0,24,0,1,141
40,0,-48,0,60,0,-40,0,-8,0,-24,0,1,94
-6,0,8,0,-2,0,2,0,0,0,0,0,1,250
2,0,8,8,6,8,-4,0,-6,0,-4,4,1,185
8,16,-8,16,8,-8,12,16,-14,4,10,0,1,141
6,0,8,0,8,0,0,0,8,0,4,4,1,193
2,0,0,0,4,0,0,0,-6,8,0,4,1,223
6,8,8,8,0,-4,8,0,2,0,-2,4,1,139
2,0,8,0,6,0,-4,0,-6,0,-4,0,1,150
14,0,4,0,-10,0,-8,0,0,0,16,0,1,193
24,0,0,0,-20,0,-16,0,-24,0,-20,0,1,134
2,2,0,2,0,2,0,2,0,2,0,2,1,254
-2,0,8,0,8,0,8,0,0,0,0,0,1,86
-8,0,-32,0,4,0,0,0,4,0,-12,0,1,142
2,0,0,0,-4,0,0,0,6,0,-6,0,1,137
6,8,8,8,2,0,8,0,8,-4,4,4,1,250
-40,0,-16,0,28,0,-32,0,-12,0,-60,0,1,104
6,0,8,0,-4,0,-6,0,8,0,0,0,1,193
-2,0,4,0,4,0,-4,0,-6,0,4,0,1,221
-8,0,16,0,-4,0,8,0,8,0,-8,0,1,141
-104,16,-8,-96,100,16,-112,-112,22,-36,-106,24,1,134
6,8,0,8,8,8,-4,8,8,-4,4,8,1,186
-11,0,-6,0,3,0,4,0,-9,0,10,0,1,143
15,0,-14,0,-5,0,4,0,-3,0,10,0,1,143
-6,0,8,0,-2,0,-4,0,8,0,6,0,1,250
-6,0,8,8,-2,8,-4,0,2,4,2,4,1,95
-24,0,-16,0,20,0,-24,0,-12,0,8,0,1,1
2,0,0,0,8,0,2,0,4,0,0,0,1,193
-14,0,4,0,16,0,-12,0,-12,0,-8,0,1,250
8,0,8,0,12,0,8,0,-8,0,10,0,1,92
2,0,0,0,-2,4,0,4,-2,0,-2,0,1,148
6,0,-4,0,-6,0,0,8,4,-4,8,0,1,186
8,-16,-8,-16,28,32,-16,32,-26,-28,-10,20,1,92
139,0,-46,0,127,0,-188,0,229,0,-94,0,1,142
6,0,8,0,-4,0,2,0,2,0,8,0,1,186
-56,48,-32,-48,-12,48,-40,32,26,-4,-48,12,1,104
-2,0,0,0,-2,4,0,0,0,0,4,0,1,254
-2,4,4,4,-2,4,2,0,2,4,2,0,1,103
8,0,24,0,-20,0,-32,0,-4,0,28,0,1,141
-2,0,4,0,-4,0,4,0,4,0,-2,0,1,224
-6,0,8,0,8,0,8,0,0,0,-2,0,1,250
-10,0,-12,0,-14,0,-8,0,6,0,-8,0,1,154
2,8,-4,0,4,8,-4,0,4,4,2,4,1,98
-6,0,-6,0,4,0,4,0,0,0,8,0,1,224
-2,0,0,0,0,0,-4,0,6,0,-4,0,1,151
24,0,-8,0,-12,0,4,0,-4,0,16,0,1,134
-2,0,4,0,-2,4,2,0,2,4,-2,0,1,221
2,0,0,8,-2,0,8,0,4,8,8,4,1,113
2,0,-4,0,6,0,0,0,6,0,0,0,1,225
6,8,-4,8,8,8,8,0,-6,-4,-4,0,1,250
